"BLOCK","BG","PUMA","REGION"
410670332013000,410670332013,1321,27
410670324044003,410670324044,1322,25
410670324102010,410670324102,1322,25
410670324122001,410670324122,1322,25
410710305023004,410710305023,1200,23
410670318061008,410670318061,1323,26
410159501003029,410159501003,800,4
410190700001018,410190700001,1000,8
410279501003038,410279501003,200,3
410510102001047,410510102001,1316,1
410290012003020,410290012003,901,22
410290002021020,410290002021,901,22
410510099072011,410510099072,1316,1
410510025016013,410510025016,1305,29
410510038013024,410510038013,1301,13
410510060021011,410510060021,1314,2
410510080012017,410510080012,1302,14
410470007022001,410470007022,1104,9
410510084001010,410510084001,1302,14
410510035021035,410510035021,1301,13
410510051033008,410510051033,1314,2
410390034003001,410390034003,704,10
410390035004037,410390035004,704,10
410050204032012,410050204032,1319,6
410530052033006,410530052033,1200,23
410159502022046,410159502022,800,4
410170009022020,410170009022,400,18
410110009022025,410110009022,800,4
410099703001035,410099703001,500,5
410099703001047,410099703001,500,5
410099703001050,410099703001,500,5
410170008004000,410170008004,400,18
410099702022018,410099702022,500,5
410170004013001,410170004013,400,18
410110005022015,410110005022,800,4
410191400001010,410191400001,1000,8
410099703004004,410099703004,500,5
410099703004005,410099703004,500,5
410190700001017,410190700001,1000,8
410170015012020,410170015012,400,18
410110005031009,410110005031,800,4
410110005031016,410110005031,800,4
410099704002020,410099704002,500,5
410139503022023,410139503022,200,3
410139503023005,410139503023,200,3
410139504011008,410139504011,200,3
410191400002023,410191400002,1000,8
410191400003000,410191400003,1000,8
410191400003004,410191400003,1000,8
410099703005033,410099703005,500,5
410099705001002,410099705001,500,5
410099705003004,410099705003,500,5
410139501012002,410139501012,200,3
410110005062015,410110005062,800,4
410191700002083,410191700002,1000,8
410099705004019,410099705004,500,5
410099705004030,410099705004,500,5
410159503024029,410159503024,800,4
410139501021052,410139501021,200,3
410099706001004,410099706001,500,5
410110007014105,410110007014,800,4
410159503021007,410159503021,800,4
410170008005010,410170008005,400,18
410139501021206,410139501021,200,3
410110007015002,410110007015,800,4
410110007015013,410110007015,800,4
410170015012017,410170015012,400,18
410170021012015,410170021012,400,18
410110007022007,410110007022,800,4
410170015013019,410170015013,400,18
410170021013001,410170021013,400,18
410099706001050,410099706001,500,5
410170009011057,410170009011,400,18
410170021031001,410170021031,400,18
410191700003054,410191700003,1000,8
410099708001025,410099708001,500,5
410099708002000,410099708002,500,5
410099708002008,410099708002,500,5
410099708002010,410099708002,500,5
410099708002011,410099708002,500,5
410099707001013,410099707001,500,5
410099707002004,410099707002,500,5
410170009012030,410170009012,400,18
410159503012029,410159503012,800,4
410139502004038,410139502004,200,3
410099702022048,410099702022,500,5
410099702022059,410099702022,500,5
410099702023006,410099702023,500,5
410190600001062,410190600001,1000,8
410190900012001,410190900012,1000,8
410170018021006,410170018021,400,18
410191400004004,410191400004,1000,8
410191400005008,410191400005,1000,8
410191300011061,410191300011,1000,8
410079502002025,410079502002,500,5
410170001001173,410170001001,400,18
410110004011007,410110004011,800,4
410110004011008,410110004011,800,4
410110004011018,410110004011,800,4
410110004011021,410110004011,800,4
410110004011043,410110004011,800,4
410099702021000,410099702021,500,5
410099702021022,410099702021,500,5
410099702021023,410099702021,500,5
410099702012044,410099702012,500,5
410079502001025,410079502001,500,5
410099709003003,410099709003,500,5
410099711001001,410099711001,500,5
410099711001024,410099711001,500,5
410170011021028,410170011021,400,18
410191500022001,410191500022,1000,8
410110004021001,410110004021,800,4
410170012003018,410170012003,400,18
410191300021001,410191300021,1000,8
410191300021003,410191300021,1000,8
410191300021004,410191300021,1000,8
410191600011012,410191600011,1000,8
410191600011034,410191600011,1000,8
410110004021022,410110004021,800,4
410099710002000,410099710002,500,5
410099710002024,410099710002,500,5
410099711001080,410099711001,500,5
410190300001001,410190300001,1000,8
410191600012000,410191600012,1000,8
410191300022014,410191300022,1000,8
410079502004006,410079502004,500,5
410099711001096,410099711001,500,5
410099711002002,410099711002,500,5
410190300001049,410190300001,1000,8
410079509002008,410079509002,500,5
410079509002010,410079509002,500,5
410079509002021,410079509002,500,5
410110010011019,410110010011,800,4
410110010021016,410110010021,800,4
410099711003000,410099711003,500,5
410110010012008,410110010012,800,4
410110010012040,410110010012,800,4
410110010023014,410110010023,800,4
410099711003005,410099711003,500,5
410099711003009,410099711003,500,5
410099711003024,410099711003,500,5
410099711003046,410099711003,500,5
410099711003057,410099711003,500,5
410110011021250,410110011021,800,4
410191700001034,410191700001,1000,8
410170016011014,410170016011,400,18
410190500031002,410190500031,1000,8
410110011023003,410110011023,800,4
410170013012016,410170013012,400,18
410079509003017,410079509003,500,5
410170006011003,410170006011,400,18
410190800012011,410190800012,1000,8
410170016012018,410170016012,400,18
410190800012031,410190800012,1000,8
410170016021022,410170016021,400,18
410170016021033,410170016021,400,18
410170016021035,410170016021,400,18
410191200012031,410191200012,1000,8
410191200012049,410191200012,1000,8
410170002012042,410170002012,400,18
410170002012052,410170002012,400,18
410170012003037,410170012003,400,18
410170008003012,410170008003,400,18
410079509004019,410079509004,500,5
410079509004029,410079509004,500,5
410079503001017,410079503001,500,5
410190800021000,410190800021,1000,8
410190800011003,410190800011,1000,8
410190800022001,410190800022,1000,8
410190400002036,410190400002,1000,8
410170017011001,410170017011,400,18
410170017011003,410170017011,400,18
410079509001007,410079509001,500,5
410099702011009,410099702011,500,5
410099702011013,410099702011,500,5
410190800011008,410190800011,1000,8
410170017011017,410170017011,400,18
410191200023016,410191200023,1000,8
410079513001074,410079513001,500,5
410099702011034,410099702011,500,5
410079503003022,410079503003,500,5
410191000003723,410191000003,1000,8
410170011022036,410170011022,400,18
410170017021003,410170017021,400,18
410191200024010,410191200024,1000,8
410190800022012,410190800022,1000,8
410190800023000,410190800023,1000,8
410170017021009,410170017021,400,18
410191200025029,410191200025,1000,8
410190500043016,410190500043,1000,8
410079503003040,410079503003,500,5
410099708003007,410099708003,500,5
410099708004001,410099708004,500,5
410190800024001,410190800024,1000,8
410190800024014,410190800024,1000,8
410170011013029,410170011013,400,18
410170007011023,410170007011,400,18
410110003001004,410110003001,800,4
410191300011022,410191300011,1000,8
410191300011023,410191300011,1000,8
410191300011027,410191300011,1000,8
410050221011016,410050221011,1318,7
410050221012000,410050221012,1318,7
410050221013012,410050221013,1318,7
410050222012005,410050222012,1318,7
410050222014000,410050222014,1318,7
410050212002011,410050212002,1318,7
410050213001001,410050213001,1318,7
410050221014015,410050221014,1318,7
410050221014020,410050221014,1318,7
410050221014023,410050221014,1318,7
410050221051004,410050221051,1318,7
410050221052006,410050221052,1318,7
410030109003003,410030109003,600,11
410030109003007,410030109003,600,11
410079512001047,410079512001,500,5
410030010011011,410030010011,600,11
410030011021021,410030011021,600,11
410050213001018,410050213001,1318,7
410050213002005,410050213002,1318,7
410050218021007,410050218021,1318,7
410050229061007,410050229061,1319,6
410050229061008,410050229061,1319,6
410030004012004,410030004012,600,11
410030006003023,410030006003,600,11
410030006003025,410030006003,600,11
410030010012005,410030010012,600,11
410030011022032,410030011022,600,11
410030101022010,410030101022,600,11
410050213004001,410050213004,1318,7
410050213004008,410050213004,1318,7
410050214001007,410050214001,1318,7
410050214001011,410050214001,1318,7
410050214001015,410050214001,1318,7
410050218022001,410050218022,1318,7
410050218022004,410050218022,1318,7
410050229011009,410050229011,1317,20
410079505001040,410079505001,500,5
410050223012062,410050223012,1318,7
410050223013003,410050223013,1318,7
410050223021002,410050223021,1318,7
410050224001032,410050224001,1318,7
410030010023000,410030010023,600,11
410050225022000,410050225022,1318,7
410050225023003,410050225023,1318,7
410050225023005,410050225023,1318,7
410050214002002,410050214002,1318,7
410050222072008,410050222072,1318,7
410050224002035,410050224002,1318,7
410050224003003,410050224003,1318,7
410050226052010,410050226052,1318,7
410050230021020,410050230021,1317,20
410050233004005,410050233004,1317,20
410050226052043,410050226052,1318,7
410050234031020,410050234031,1317,20
410050216011001,410050216011,1318,7
410050216011017,410050216011,1318,7
410050239011018,410050239011,1317,20
410050220003001,410050220003,1318,7
410050220003011,410050220003,1318,7
410050220004002,410050220004,1318,7
410019504001006,410019504001,100,17
410019504001008,410019504001,100,17
410030005001002,410030005001,600,11
410030005001004,410030005001,600,11
410030005002000,410030005002,600,11
410030011011010,410030011011,600,11
410050232023012,410050232023,1317,20
410050226064000,410050226064,1318,7
410050216012014,410050216012,1318,7
410050243022000,410050243022,1317,20
410019501003067,410019501003,100,17
410050221011008,410050221011,1318,7
410050221091024,410050221091,1318,7
410030005003000,410030005003,600,11
410050232012025,410050232012,1317,20
410030011012009,410030011012,600,11
410050205051015,410050205051,1319,6
410050233001017,410050233001,1317,20
410030101013004,410030101013,600,11
410030102001027,410030102001,600,11
410050206012034,410050206012,1319,6
410050207003001,410050207003,1319,6
410050234043027,410050234043,1317,20
410030106011003,410030106011,600,11
410030106011015,410030106011,600,11
410030106011022,410030106011,600,11
410030106011032,410030106011,600,11
410030106011034,410030106011,600,11
410050205042015,410050205042,1319,6
410050206022000,410050206022,1319,6
410050206022012,410050206022,1319,6
410050217002002,410050217002,1318,7
410050217003004,410050217003,1318,7
410030106011040,410030106011,600,11
410030106011061,410030106011,600,11
410030106011063,410030106011,600,11
410050242001019,410050242001,1317,20
410050205042032,410050205042,1319,6
410050205044000,410050205044,1319,6
410050206011008,410050206011,1319,6
410050243041069,410050243041,1317,20
410050208002019,410050208002,1318,7
410050208003002,410050208003,1318,7
410050208003008,410050208003,1318,7
410050235002002,410050235002,1317,20
410050235003016,410050235003,1317,20
410050227072029,410050227072,1319,6
410050215001011,410050215001,1318,7
410050215001035,410050215001,1318,7
410050218011013,410050218011,1318,7
410050218012004,410050218012,1318,7
410030106012001,410030106012,600,11
410030106012007,410030106012,600,11
410030106021006,410030106021,600,11
410050230021004,410050230021,1317,20
410050230021015,410050230021,1317,20
410050230021018,410050230021,1317,20
410050222052000,410050222052,1318,7
410050222061000,410050222061,1318,7
410079505004008,410079505004,500,5
410079505004015,410079505004,500,5
410050225011028,410050225011,1318,7
410050209003000,410050209003,1318,7
410050227073010,410050227073,1319,6
410050215002006,410050215002,1318,7
410050215002009,410050215002,1318,7
410050215002013,410050215002,1318,7
410050215003009,410050215003,1318,7
410050215003010,410050215003,1318,7
410050215003014,410050215003,1318,7
410050221082022,410050221082,1318,7
410050221082024,410050221082,1318,7
410079511004011,410079511004,500,5
410079506001012,410079506001,500,5
410050223012040,410050223012,1318,7
410050223012045,410050223012,1318,7
410050224001017,410050224001,1318,7
410050224001019,410050224001,1318,7
410050225021005,410050225021,1318,7
410050226022029,410050226022,1318,7
410050219001018,410050219001,1318,7
410050221091013,410050221091,1318,7
410050226032002,410050226032,1318,7
410050210002013,410050210002,1318,7
410050210003010,410050210003,1318,7
410050220001000,410050220001,1318,7
410030108003029,410030108003,600,11
410050226053000,410050226053,1318,7
410050226053004,410050226053,1318,7
410050226054001,410050226054,1318,7
410050226054003,410050226054,1318,7
410050211002014,410050211002,1318,7
410050216021013,410050216021,1318,7
410050216022002,410050216022,1318,7
410050220002014,410050220002,1318,7
410050229041006,410050229041,1319,6
410050226062002,410050226062,1318,7
410050211004008,410050211004,1318,7
410050211004010,410050211004,1318,7
410050212002001,410050212002,1318,7
410050217001000,410050217001,1318,7
410050217001002,410050217001,1318,7
410050229042036,410050229042,1319,6
410030001011000,410030001011,600,11
410030001011009,410030001011,600,11
410030001012006,410030001012,600,11
410030001012010,410030001012,600,11
410030001013007,410030001013,600,11
410030001022008,410030001022,600,11
410050222083015,410050222083,1318,7
410050222083019,410050222083,1318,7
410050222084012,410050222084,1318,7
410019504003010,410019504003,100,17
410019505001106,410019505001,100,17
410019505002000,410019505002,100,17
410050204011008,410050204011,1319,6
410050204012012,410050204012,1319,6
410050204013003,410050204013,1319,6
410290002031008,410290002031,901,22
410290004042014,410290004042,901,22
410290004051000,410290004051,901,22
410290004051002,410290004051,901,22
410290004051012,410290004051,901,22
410279502021001,410279502021,200,3
410333612011009,410333612011,800,4
410333612011017,410333612011,800,4
410290004062006,410290004062,901,22
410290004063007,410290004063,901,22
410290005011000,410290005011,901,22
410192000001029,410192000001,1000,8
410333610001006,410333610001,800,4
410333610001010,410333610001,800,4
410333612012007,410333612012,800,4
410333612013007,410333612013,800,4
410333603004001,410333603004,800,4
410290005012013,410290005012,901,22
410290005021000,410290005021,901,22
410333608004000,410333608004,800,4
410192000001042,410192000001,1000,8
410192000001055,410192000001,1000,8
410333612013008,410333612013,800,4
410279503013016,410279503013,200,3
410279503013018,410279503013,200,3
410333610004020,410333610004,800,4
410290013043043,410290013043,902,28
410279504001015,410279504001,200,3
410359703001000,410359703001,300,19
410279504001035,410279504001,200,3
410279504001039,410279504001,200,3
410279504001041,410279504001,200,3
410279504001052,410279504001,200,3
410279504001056,410279504001,200,3
410333604002033,410333604002,800,4
410290014031012,410290014031,902,28
410333611021003,410333611021,800,4
410279504003018,410279504003,200,3
410319603041096,410319603041,200,3
410333607041003,410333607041,800,4
410192000004055,410192000004,1000,8
410192000004058,410192000004,1000,8
410290001002009,410290001002,901,22
410290001002012,410290001002,901,22
410319602021021,410319602021,200,3
410290011002016,410290011002,901,22
410279501001050,410279501001,200,3
410259601011004,410259601011,300,19
410259601011017,410259601011,300,19
410192000004076,410192000004,1000,8
410333611023025,410333611023,800,4
410279504002005,410279504002,200,3
410279504002015,410279504002,200,3
410333603003005,410333603003,800,4
410319602021030,410319602021,200,3
410319602021044,410319602021,200,3
410290011003001,410290011003,901,22
410290011003004,410290011003,901,22
410290011004001,410290011004,901,22
410279501002025,410279501002,200,3
410333611011011,410333611011,800,4
410333604001013,410333604001,800,4
410290012001046,410290012001,901,22
410290012001053,410290012001,901,22
410279501003008,410279501003,200,3
410279501003014,410279501003,200,3
410290016021007,410290016021,902,28
410290001002076,410290001002,901,22
410290002033012,410290002033,901,22
410290003001000,410290003001,901,22
410333612021023,410333612021,800,4
410290012002018,410290012002,901,22
410290012003019,410290012003,901,22
410279501002030,410279501002,200,3
410333611013016,410333611013,800,4
410333611021007,410333611021,800,4
410333611022007,410333611022,800,4
410290002012015,410290002012,901,22
410290003003000,410290003003,901,22
410290003004013,410290003004,901,22
410290004032000,410290004032,901,22
410333611022027,410333611022,800,4
410192100001331,410192100001,1000,8
410192100001332,410192100001,1000,8
410192100001334,410192100001,1000,8
410192100001335,410192100001,1000,8
410290002021011,410290002021,901,22
410290002021016,410290002021,901,22
410290004033009,410290004033,901,22
410290004041000,410290004041,901,22
410290004041005,410290004041,901,22
410290004042005,410290004042,901,22
410290013013000,410290013013,902,28
410290013013035,410290013013,902,28
410279502013036,410279502013,200,3
410279502013037,410279502013,200,3
410390010022001,410390010022,705,12
410390010022008,410390010022,705,12
410333606013037,410333606013,800,4
410390011013029,410390011013,705,12
410359711002024,410359711002,300,19
410359711003020,410359711003,300,19
410390017003008,410390017003,705,12
410390018011016,410390018011,704,10
410390018011020,410390018011,704,10
410390010023002,410390010023,705,12
410359701004521,410359701004,300,19
410390011014015,410390011014,705,12
410390007021099,410390007021,705,12
410390004034009,410390004034,705,12
410359711002044,410359711002,300,19
410359711003005,410359711003,300,19
410390012022009,410390012022,705,12
410390007073019,410390007073,705,12
410290005021013,410290005021,901,22
410290005021014,410290005021,901,22
410290010014018,410290010014,901,22
410390009024004,410390009024,705,12
410390001004015,410390001004,705,12
410390012023019,410390012023,705,12
410359713002000,410359713002,300,19
410290018013001,410290018013,902,28
410290024001030,410290024001,902,28
410390007062017,410390007062,705,12
410390009034010,410390009034,705,12
410290018021019,410290018021,902,28
410290018021021,410290018021,902,28
410290018021029,410290018021,902,28
410290006032002,410290006032,901,22
410290006032011,410290006032,901,22
410290006032014,410290006032,901,22
410333613022001,410333613022,800,4
410359702011779,410359702011,300,19
410390003002020,410390003002,705,12
410390011022030,410390011022,705,12
410390009031009,410390009031,705,12
410359718003059,410359718003,300,19
410359714001000,410359714001,300,19
410359714001003,410359714001,300,19
410390013012019,410390013012,705,12
410359714004004,410359714004,300,19
410290006042016,410290006042,901,22
410290006051002,410290006051,901,22
410333605005001,410333605005,800,4
410333605005007,410333605005,800,4
410333607012025,410333607012,800,4
410359709012037,410359709012,300,19
410390004042033,410390004042,705,12
410359714003003,410359714003,300,19
410290006051014,410290006051,901,22
410290006053009,410290006053,901,22
410390007053006,410390007053,705,12
410390007053010,410390007053,705,12
410390007072014,410390007072,705,12
410390007072016,410390007072,705,12
410359715001005,410359715001,300,19
410359715001013,410359715001,300,19
410290020002001,410290020002,902,28
410290007011008,410290007011,901,22
410390007073038,410390007073,705,12
410359719002016,410359719002,300,19
410359715001051,410359715001,300,19
410379602003033,410379602003,300,19
410290007012000,410290007012,901,22
410290007012001,410290007012,901,22
410390009042000,410390009042,705,12
410390002001037,410390002001,705,12
410333613012037,410333613012,800,4
410290007012022,410290007012,901,22
410333607032000,410333607032,800,4
410390012011049,410390012011,705,12
410359715005012,410359715005,300,19
410333613021001,410333613021,800,4
410333605004004,410333605004,800,4
410333607032014,410333607032,800,4
410390004023021,410390004023,705,12
410390009024029,410390009024,705,12
410359709022037,410359709022,300,19
410359716001015,410359716001,300,19
410333605004026,410333605004,800,4
410290028001039,410290028001,902,28
410390017001013,410390017001,705,12
410359716002007,410359716002,300,19
410359716003014,410359716003,300,19
410390009033005,410390009033,705,12
410390007071022,410390007071,705,12
410390017001028,410390017001,705,12
410390017001031,410390017001,705,12
410390017001032,410390017001,705,12
410390017001033,410390017001,705,12
410359716004006,410359716004,300,19
410390002002063,410390002002,705,12
410290009012021,410290009012,901,22
410390009033009,410390009033,705,12
410359710002015,410359710002,300,19
410333606012014,410333606012,800,4
410333606012015,410333606012,800,4
410290009021010,410290009021,901,22
410390007051034,410390007051,705,12
410390007052000,410390007052,705,12
410390015002000,410390015002,705,12
410390015002001,410390015002,705,12
410390007073008,410390007073,705,12
410390007073018,410390007073,705,12
410390017002022,410390017002,705,12
410390017004016,410390017004,705,12
410290009022051,410290009022,901,22
410390007073023,410390007073,705,12
410390007073025,410390007073,705,12
410390007082010,410390007082,705,12
410359717002003,410359717002,300,19
410359717002039,410359717002,300,19
410390024031000,410390024031,703,16
410390033023026,410390033023,704,10
410390034001002,410390034001,704,10
410390045011019,410390045011,703,16
410390034001009,410390034001,704,10
410390018042036,410390018042,704,10
410390019021004,410390019021,704,10
410390019021005,410390019021,704,10
410390019021011,410390019021,704,10
410390019022004,410390019022,704,10
410390019024000,410390019024,704,10
410390019024004,410390019024,704,10
410390044061007,410390044061,703,16
410390051002021,410390051002,703,16
410430208011024,410430208011,600,11
410390018031038,410390018031,704,10
410390053002016,410390053002,703,16
410390054001003,410390054001,703,16
410390025013008,410390025013,703,16
410390018033002,410390018033,704,10
410390018033003,410390018033,704,10
410390043005026,410390043005,703,16
410430301001006,410430301001,600,11
410390025051002,410390025051,703,16
410390018011021,410390018011,704,10
410390018012000,410390018012,704,10
410390036001015,410390036001,703,16
410419506022018,410419506022,500,5
410390036002002,410390036002,703,16
410390053001004,410390053001,703,16
410390053001008,410390053001,703,16
410390045013009,410390045013,703,16
410390045021005,410390045021,703,16
410390045021009,410390045021,703,16
410390024041028,410390024041,703,16
410390035004011,410390035004,704,10
410419514001045,410419514001,500,5
410390045021020,410390045021,703,16
410390024032000,410390024032,703,16
410390034004006,410390034004,704,10
410390044071006,410390044071,703,16
410390019031017,410390019031,704,10
410419513002027,410419513002,500,5
410390044072007,410390044072,703,16
410390044072008,410390044072,703,16
410390024013024,410390024013,703,16
410390038013016,410390038013,703,16
410390038023000,410390038023,703,16
410390039001004,410390039001,703,16
410430207003007,410430207003,600,11
410430207003010,410430207003,600,11
410430208011002,410430208011,600,11
410390030003001,410390030003,704,10
410390031011000,410390031011,704,10
410419508001038,410419508001,500,5
410390039001018,410390039001,703,16
410430203006006,410430203006,600,11
410430301002067,410430301002,600,11
410390031011025,410390031011,704,10
410390031011026,410390031011,704,10
410419504012013,410419504012,500,5
410419504012023,410419504012,500,5
410390031044001,410390031044,704,10
410419512002002,410419512002,500,5
410390043001001,410390043001,703,16
410390049002016,410390049002,703,16
410430201011042,410430201011,600,11
410390039001032,410390039001,703,16
410390022012010,410390022012,704,10
410430203001023,410430203001,600,11
410390024011005,410390024011,703,16
410390024011013,410390024011,703,16
410390048001000,410390048001,703,16
410430201012001,410430201012,600,11
410390029032009,410390029032,704,10
410390021032004,410390021032,704,10
410390031013001,410390031013,704,10
410390046003002,410390046003,703,16
410390046003003,410390046003,703,16
410390028003051,410390028003,703,16
410390029021003,410390029021,704,10
410390029021005,410390029021,704,10
410390031014003,410390031014,704,10
410390032022012,410390032022,704,10
410390050002017,410390050002,703,16
410390050002018,410390050002,703,16
410390021042003,410390021042,704,10
410419503042007,410419503042,500,5
410419511001014,410419511001,500,5
410390041002032,410390041002,703,16
410390049002017,410390049002,703,16
410419506012000,410419506012,500,5
410390033011005,410390033011,704,10
410390020022007,410390020022,704,10
410390020022016,410390020022,704,10
410419510002043,410419510002,500,5
410430203001001,410430203001,600,11
410430204003073,410430204003,600,11
410390023023001,410390023023,703,16
410390032011015,410390032011,704,10
410390032011019,410390032011,704,10
410390046001009,410390046001,703,16
410390021012014,410390021012,704,10
410390021031006,410390021031,704,10
410390029031008,410390029031,704,10
