BLOCK,BG,TRACT,PUMA,REGION
530110412063001,530110412063,53011041206,11101,2
530110413171016,530110413171,53011041317,11101,2
530110431004005,530110431004,53011043100,11101,2
530110412061003,530110412061,53011041206,11101,2
530110425001022,530110425001,53011042500,11101,2
530110418002006,530110418002,53011041800,11101,2
530110421002032,530110421002,53011042100,11101,2
530110423002013,530110423002,53011042300,11101,2
530110413171010,530110413171,53011041317,11101,2
530110412072008,530110412072,53011041207,11101,2
530110412063016,530110412063,53011041206,11101,2
530110419002011,530110419002,53011041900,11101,2
530110423003002,530110423003,53011042300,11101,2
530110417001014,530110417001,53011041700,11101,2
530110429001022,530110429001,53011042900,11101,2
530110417001001,530110417001,53011041700,11101,2
530110421001003,530110421001,53011042100,11101,2
530110410032014,530110410032,53011041003,11101,2
530110410032006,530110410032,53011041003,11101,2
530110417001003,530110417001,53011041700,11101,2
530110421001026,530110421001,53011042100,11101,2
530110419002029,530110419002,53011041900,11101,2
530110418001009,530110418001,53011041800,11101,2
530110412061009,530110412061,53011041206,11101,2
530110412071012,530110412071,53011041207,11101,2
530110426011047,530110426011,53011042601,11101,2
530110420001014,530110420001,53011042000,11101,2
530110419002013,530110419002,53011041900,11101,2
530110426011043,530110426011,53011042601,11101,2
530110425002030,530110425002,53011042500,11101,2
530110412063021,530110412063,53011041206,11101,2
530110402031005,530110402031,53011040203,11104,3
530110407091010,530110407091,53011040709,11104,3
530110404072023,530110404072,53011040407,11104,3
530110407152000,530110407152,53011040715,11104,3
530110403011019,530110403011,53011040301,11104,3
530110402033032,530110402033,53011040203,11104,3
530110403032022,530110403032,53011040303,11104,3
530110403032023,530110403032,53011040303,11104,3
530110401011038,530110401011,53011040101,11104,3
530110402012029,530110402012,53011040201,11104,3
530110402011024,530110402011,53011040201,11104,3
530110407032011,530110407032,53011040703,11104,3
530110401014010,530110401014,53011040101,11104,3
530110402021033,530110402021,53011040202,11104,3
530110403033013,530110403033,53011040303,11104,3
530110401022002,530110401022,53011040102,11104,3
530110402033015,530110402033,53011040203,11104,3
530110407031007,530110407031,53011040703,11104,3
530110407122000,530110407122,53011040712,11104,3
530110405111004,530110405111,53011040511,11104,3
530110407133014,530110407133,53011040713,11104,3
530110401023028,530110401023,53011040102,11104,3
530110403052024,530110403052,53011040305,11104,3
530110406032006,530110406032,53011040603,11104,3
530110404072013,530110404072,53011040407,11104,3
530110404032021,530110404032,53011040403,11104,3
530110404144014,530110404144,53011040414,11104,3
530110404151036,530110404151,53011040415,11104,3
530110406034014,530110406034,53011040603,11104,3
530110401011040,530110401011,53011040101,11104,3
530110404143001,530110404143,53011040414,11104,3
530110402033031,530110402033,53011040203,11104,3
530110403041020,530110403041,53011040304,11104,3
530110407133001,530110407133,53011040713,11104,3
530110405052020,530110405052,53011040505,11104,3
530110405112004,530110405112,53011040511,11104,3
530110404032008,530110404032,53011040403,11104,3
530110401012013,530110401012,53011040101,11104,3
530110402033044,530110402033,53011040203,11104,3
530110405053002,530110405053,53011040505,11104,3
530110404141000,530110404141,53011040414,11104,3
530110404032005,530110404032,53011040403,11104,3
530110407142006,530110407142,53011040714,11104,3
530110407034011,530110407034,53011040703,11104,3
530110402011014,530110402011,53011040201,11104,3
530110407062003,530110407062,53011040706,11104,3
530110402031026,530110402031,53011040203,11104,3
530110405053000,530110405053,53011040505,11104,3
530110401012018,530110401012,53011040101,11104,3
530110404143018,530110404143,53011040414,11104,3
530110401012012,530110401012,53011040101,11104,3
530110406031002,530110406031,53011040603,11104,3
530110401023012,530110401023,53011040102,11104,3
530110404082008,530110404082,53011040408,11104,3
530110409084011,530110409084,53011040908,11102,4
530110409083024,530110409083,53011040908,11102,4
530110408062006,530110408062,53011040806,11102,4
530110408112023,530110408112,53011040811,11102,4
530110408033009,530110408033,53011040803,11102,4
530110408102016,530110408102,53011040810,11102,4
530110404122010,530110404122,53011040412,11102,4
530110409071002,530110409071,53011040907,11102,4
530110409073012,530110409073,53011040907,11102,4
530110409094003,530110409094,53011040909,11102,4
530110404112007,530110404112,53011040411,11102,4
530110410071005,530110410071,53011041007,11102,4
530110411122009,530110411122,53011041112,11102,4
530110410081007,530110410081,53011041008,11102,4
530110404111001,530110404111,53011040411,11102,4
530110411122011,530110411122,53011041112,11102,4
530110409071018,530110409071,53011040907,11102,4
530110409072020,530110409072,53011040907,11102,4
530110408112005,530110408112,53011040811,11102,4
530110408031020,530110408031,53011040803,11102,4
530110410082008,530110410082,53011041008,11102,4
530110404091021,530110404091,53011040409,11102,4
530110411144000,530110411144,53011041114,11102,4
530110409084004,530110409084,53011040908,11102,4
530110410091002,530110410091,53011041009,11102,4
530110410091010,530110410091,53011041009,11102,4
530110411052001,530110411052,53011041105,11102,4
530110408063021,530110408063,53011040806,11102,4
530110410091000,530110410091,53011041009,11102,4
530110408033001,530110408033,53011040803,11102,4
530110411103010,530110411103,53011041110,11102,4
530110408032014,530110408032,53011040803,11102,4
530110409074002,530110409074,53011040907,11102,4
530110408062009,530110408062,53011040806,11102,4
530110409042011,530110409042,53011040904,11102,4
530110410081006,530110410081,53011041008,11102,4
530110411054004,530110411054,53011041105,11102,4
530110411071003,530110411071,53011041107,11102,4
530110408112014,530110408112,53011040811,11102,4
530110411041003,530110411041,53011041104,11102,4
530110411102009,530110411102,53011041110,11102,4
530110411054018,530110411054,53011041105,11102,4
530110409101004,530110409101,53011040910,11102,4
530110409101034,530110409101,53011040910,11102,4
530110410101008,530110410101,53011041010,11102,4
530110408102021,530110408102,53011040810,11102,4
530110408092000,530110408092,53011040809,11102,4
530110411041006,530110411041,53011041104,11102,4
530110404122024,530110404122,53011040412,11102,4
530110410091003,530110410091,53011041009,11102,4
530110410071008,530110410071,53011041007,11102,4
530110411071002,530110411071,53011041107,11102,4
530110409042007,530110409042,53011040904,11102,4
530110411054009,530110411054,53011041105,11102,4
530110411144004,530110411144,53011041114,11102,4
530599504001052,530599504001,53059950400,11000,5
530599503001040,530599503001,53059950300,11000,5
530599505001003,530599505001,53059950500,11000,5
530599504001053,530599504001,53059950400,11000,5
530599502002029,530599502002,53059950200,11000,5
530599505001044,530599505001,53059950500,11000,5
530599504002005,530599504002,53059950400,11000,5
530599502003042,530599502003,53059950200,11000,5
530599504002043,530599504002,53059950400,11000,5
530110414002027,530110414002,53011041400,11103,1
530110414003002,530110414003,53011041400,11103,1
530110414002022,530110414002,53011041400,11103,1
530110415002000,530110415002,53011041500,11103,1
530110405104031,530110405104,53011040510,11103,1
530110414003015,530110414003,53011041400,11103,1
530110415002022,530110415002,53011041500,11103,1
530110406051001,530110406051,53011040605,11103,1
530110405132015,530110405132,53011040513,11103,1
530110413351001,530110413351,53011041335,11103,1
530110406091014,530110406091,53011040609,11103,1
530110413283008,530110413283,53011041328,11103,1
530110415001007,530110415001,53011041500,11103,1
530110413192022,530110413192,53011041319,11103,1
530110413253019,530110413253,53011041325,11103,1
530110413292025,530110413292,53011041329,11103,1
530110413201020,530110413201,53011041320,11103,1
530110414002012,530110414002,53011041400,11103,1
530110405091016,530110405091,53011040509,11103,1
530110413261016,530110413261,53011041326,11103,1
530110413235003,530110413235,53011041323,11103,1
530110405104033,530110405104,53011040510,11103,1
530110413351016,530110413351,53011041335,11103,1
530110406081030,530110406081,53011040608,11103,1
530110414001019,530110414001,53011041400,11103,1
530110405092023,530110405092,53011040509,11103,1
530110406082016,530110406082,53011040608,11103,1
530110406091002,530110406091,53011040609,11103,1
530110405101003,530110405101,53011040510,11103,1
530110413251017,530110413251,53011041325,11103,1
530110413342003,530110413342,53011041334,11103,1
530110413261015,530110413261,53011041326,11103,1
530110405071014,530110405071,53011040507,11103,1
530110414002021,530110414002,53011041400,11103,1
530110413201004,530110413201,53011041320,11103,1
530110413101002,530110413101,53011041310,11103,1
530110414003000,530110414003,53011041400,11103,1
530110406043006,530110406043,53011040604,11103,1
530110405091024,530110405091,53011040509,11103,1
530110406082014,530110406082,53011040608,11103,1
530110415003044,530110415003,53011041500,11103,1
530110414003034,530110414003,53011041400,11103,1
530110413341005,530110413341,53011041334,11103,1
530110405092011,530110405092,53011040509,11103,1
530110417002025,530110417002,53011041700,11101,2
530110417001008,530110417001,53011041700,11101,2
530110430001005,530110430001,53011043000,11101,2
530110423001020,530110423001,53011042300,11101,2
530110417002028,530110417002,53011041700,11101,2
530110429001002,530110429001,53011042900,11101,2
530110426011010,530110426011,53011042601,11101,2
530110412031006,530110412031,53011041203,11101,2
530110417002006,530110417002,53011041700,11101,2
530110413361002,530110413361,53011041336,11101,2
530110420002020,530110420002,53011042000,11101,2
530110413124003,530110413124,53011041312,11101,2
530110418003041,530110418003,53011041800,11101,2
530110412033004,530110412033,53011041203,11101,2
530110413121009,530110413121,53011041312,11101,2
530110412052013,530110412052,53011041205,11101,2
530110420001005,530110420001,53011042000,11101,2
530110412061011,530110412061,53011041206,11101,2
530110419002028,530110419002,53011041900,11101,2
530110412063006,530110412063,53011041206,11101,2
530110424001011,530110424001,53011042400,11101,2
530110426022024,530110426022,53011042602,11101,2
530110428001004,530110428001,53011042800,11101,2
530110412031012,530110412031,53011041203,11101,2
530110424001007,530110424001,53011042400,11101,2
530110412062018,530110412062,53011041206,11101,2
530110423001028,530110423001,53011042300,11101,2
530110418002013,530110418002,53011041800,11101,2
530110410033015,530110410033,53011041003,11101,2
530110413121014,530110413121,53011041312,11101,2
530110421001020,530110421001,53011042100,11101,2
530110419001023,530110419001,53011041900,11101,2
530110418001001,530110418001,53011041800,11101,2
530110418001018,530110418001,53011041800,11101,2
530110412063019,530110412063,53011041206,11101,2
530110413302008,530110413302,53011041330,11101,2
530110431001001,530110431001,53011043100,11101,2
530110413171022,530110413171,53011041317,11101,2
530110421001019,530110421001,53011042100,11101,2
530110419002035,530110419002,53011041900,11101,2
530110419002025,530110419002,53011041900,11101,2
530110419002031,530110419002,53011041900,11101,2
530110424002011,530110424002,53011042400,11101,2
530110431003015,530110431003,53011043100,11101,2
530110412062012,530110412062,53011041206,11101,2
530110412081003,530110412081,53011041208,11101,2
530110417002001,530110417002,53011041700,11101,2
530110412051011,530110412051,53011041205,11101,2
530110420002019,530110420002,53011042000,11101,2
530110412031004,530110412031,53011041203,11101,2
530110420002009,530110420002,53011042000,11101,2
530110423003026,530110423003,53011042300,11101,2
530110404143021,530110404143,53011040414,11104,3
530110404151026,530110404151,53011040415,11104,3
530110407091001,530110407091,53011040709,11104,3
530110407091015,530110407091,53011040709,11104,3
530110407133003,530110407133,53011040713,11104,3
530110407072007,530110407072,53011040707,11104,3
530110402021013,530110402021,53011040202,11104,3
530110401011025,530110401011,53011040101,11104,3
530110407111008,530110407111,53011040711,11104,3
530110403051015,530110403051,53011040305,11104,3
530110404162005,530110404162,53011040416,11104,3
530110403032016,530110403032,53011040303,11104,3
530110405051010,530110405051,53011040505,11104,3
530110402021030,530110402021,53011040202,11104,3
530110401012036,530110401012,53011040101,11104,3
530110405112019,530110405112,53011040511,11104,3
530110405111007,530110405111,53011040511,11104,3
530110405111002,530110405111,53011040511,11104,3
530110409052024,530110409052,53011040905,11104,3
530110404131001,530110404131,53011040413,11104,3
530110404143024,530110404143,53011040414,11104,3
530110402013012,530110402013,53011040201,11104,3
530110407092020,530110407092,53011040709,11104,3
530110404031007,530110404031,53011040403,11104,3
530110404032030,530110404032,53011040403,11104,3
530110401014008,530110401014,53011040101,11104,3
530110401011037,530110401011,53011040101,11104,3
530110409052017,530110409052,53011040905,11104,3
530110403052030,530110403052,53011040305,11104,3
530110403011008,530110403011,53011040301,11104,3
530110401014004,530110401014,53011040101,11104,3
530110401011035,530110401011,53011040101,11104,3
530110404031035,530110404031,53011040403,11104,3
530110402013015,530110402013,53011040201,11104,3
530110409051007,530110409051,53011040905,11104,3
530110404081007,530110404081,53011040408,11104,3
530110404031037,530110404031,53011040403,11104,3
530110401023027,530110401023,53011040102,11104,3
530110407124002,530110407124,53011040712,11104,3
530110404162003,530110404162,53011040416,11104,3
530110402033045,530110402033,53011040203,11104,3
530110401023003,530110401023,53011040102,11104,3
530110403041009,530110403041,53011040304,11104,3
530110406032004,530110406032,53011040603,11104,3
530110402021040,530110402021,53011040202,11104,3
530110401023031,530110401023,53011040102,11104,3
530110404144002,530110404144,53011040414,11104,3
530110404081000,530110404081,53011040408,11104,3
530110403032010,530110403032,53011040303,11104,3
530110403011032,530110403011,53011040301,11104,3
530110405042002,530110405042,53011040504,11104,3
530110405052019,530110405052,53011040505,11104,3
530110404071018,530110404071,53011040407,11104,3
530110406032000,530110406032,53011040603,11104,3
530110402033007,530110402033,53011040203,11104,3
530110404162012,530110404162,53011040416,11104,3
530110402014000,530110402014,53011040201,11104,3
530110407093003,530110407093,53011040709,11104,3
530110401023018,530110401023,53011040102,11104,3
530110406034015,530110406034,53011040603,11104,3
530110404071012,530110404071,53011040407,11104,3
530110402022021,530110402022,53011040202,11104,3
530110404032017,530110404032,53011040403,11104,3
530110401021009,530110401021,53011040102,11104,3
530110403041002,530110403041,53011040304,11104,3
530110407071005,530110407071,53011040707,11104,3
530110409101003,530110409101,53011040910,11102,4
530110409091015,530110409091,53011040909,11102,4
530110411101004,530110411101,53011041110,11102,4
530110410071004,530110410071,53011041007,11102,4
530110408063003,530110408063,53011040806,11102,4
530110404092006,530110404092,53011040409,11102,4
530110411072008,530110411072,53011041107,11102,4
530110411054006,530110411054,53011041105,11102,4
530110408111009,530110408111,53011040811,11102,4
530110408094013,530110408094,53011040809,11102,4
530110410093009,530110410093,53011041009,11102,4
530110411144001,530110411144,53011041114,11102,4
530110404122016,530110404122,53011040412,11102,4
530110408102004,530110408102,53011040810,11102,4
530110409073004,530110409073,53011040907,11102,4
530110408032025,530110408032,53011040803,11102,4
530110411104010,530110411104,53011041110,11102,4
530110408032004,530110408032,53011040803,11102,4
530110404121000,530110404121,53011040412,11102,4
530110411042007,530110411042,53011041104,11102,4
530110411072005,530110411072,53011041107,11102,4
530110411041004,530110411041,53011041104,11102,4
530110410071002,530110410071,53011041007,11102,4
530110409083028,530110409083,53011040908,11102,4
530110409074003,530110409074,53011040907,11102,4
530110404111007,530110404111,53011040411,11102,4
530110411071015,530110411071,53011041107,11102,4
530110410082003,530110410082,53011041008,11102,4
530110409071001,530110409071,53011040907,11102,4
530110409071012,530110409071,53011040907,11102,4
530110411051010,530110411051,53011041105,11102,4
530110408102024,530110408102,53011040810,11102,4
530110409102013,530110409102,53011040910,11102,4
530110409073005,530110409073,53011040907,11102,4
530110408123008,530110408123,53011040812,11102,4
530110408121004,530110408121,53011040812,11102,4
530110408123002,530110408123,53011040812,11102,4
530110408093000,530110408093,53011040809,11102,4
530110411143000,530110411143,53011041114,11102,4
530110408123020,530110408123,53011040812,11102,4
530110409084008,530110409084,53011040908,11102,4
530110409094001,530110409094,53011040909,11102,4
530110410102005,530110410102,53011041010,11102,4
530599504001036,530599504001,53059950400,11000,5
530599505002016,530599505002,53059950500,11000,5
530599504001045,530599504001,53059950400,11000,5
530599505001018,530599505001,53059950500,11000,5
530599504001044,530599504001,53059950400,11000,5
530599504002051,530599504002,53059950400,11000,5
530599505001005,530599505001,53059950500,11000,5
530599502003100,530599502003,53059950200,11000,5
530110413261029,530110413261,53011041326,11103,1
530110406101000,530110406101,53011040610,11103,1
530110413252009,530110413252,53011041325,11103,1
530110405131037,530110405131,53011040513,11103,1
530110405092042,530110405092,53011040509,11103,1
530110405104020,530110405104,53011040510,11103,1
530110413261023,530110413261,53011041326,11103,1
530110406083003,530110406083,53011040608,11103,1
530110405121026,530110405121,53011040512,11103,1
530110415001025,530110415001,53011041500,11103,1
530110405104024,530110405104,53011040510,11103,1
530110406053005,530110406053,53011040605,11103,1
530110406083001,530110406083,53011040608,11103,1
530110405101006,530110405101,53011040510,11103,1
530110413292026,530110413292,53011041329,11103,1
530110405091013,530110405091,53011040509,11103,1
530110413252004,530110413252,53011041325,11103,1
530110406042033,530110406042,53011040604,11103,1
530110413283016,530110413283,53011041328,11103,1
530110406051003,530110406051,53011040605,11103,1
530110406053000,530110406053,53011040605,11103,1
530110413342005,530110413342,53011041334,11103,1
530110405092041,530110405092,53011040509,11103,1
530110405092020,530110405092,53011040509,11103,1
530110413201016,530110413201,53011041320,11103,1
530110405104034,530110405104,53011040510,11103,1
530110405132026,530110405132,53011040513,11103,1
530110413202000,530110413202,53011041320,11103,1
530110405131024,530110405131,53011040513,11103,1
530110406082005,530110406082,53011040608,11103,1
530110413261008,530110413261,53011041326,11103,1
530110413251014,530110413251,53011041325,11103,1
530110406092000,530110406092,53011040609,11103,1
530110413322009,530110413322,53011041332,11103,1
530110405132022,530110405132,53011040513,11103,1
530110413261010,530110413261,53011041326,11103,1
530110414002035,530110414002,53011041400,11103,1
530110413192017,530110413192,53011041319,11103,1
530110413251000,530110413251,53011041325,11103,1
530110413205001,530110413205,53011041320,11103,1
530110406043008,530110406043,53011040604,11103,1
530110413341011,530110413341,53011041334,11103,1
530110406081022,530110406081,53011040608,11103,1
530110406054000,530110406054,53011040605,11103,1
530110414003035,530110414003,53011041400,11103,1
530110406041011,530110406041,53011040604,11103,1
530110413292029,530110413292,53011041329,11103,1
530110405092018,530110405092,53011040509,11103,1
530110405101009,530110405101,53011040510,11103,1
530110414002013,530110414002,53011041400,11103,1
530110414002002,530110414002,53011041400,11103,1
530110413341001,530110413341,53011041334,11103,1
530110413205002,530110413205,53011041320,11103,1
530110413332019,530110413332,53011041333,11103,1
530110413251026,530110413251,53011041325,11103,1
530110413093010,530110413093,53011041309,11101,2
530110421002019,530110421002,53011042100,11101,2
530110410112015,530110410112,53011041011,11101,2
530110410112014,530110410112,53011041011,11101,2
530110429001007,530110429001,53011042900,11101,2
530110420001017,530110420001,53011042000,11101,2
530110412062017,530110412062,53011041206,11101,2
530110412032021,530110412032,53011041203,11101,2
530110428002004,530110428002,53011042800,11101,2
530110412063011,530110412063,53011041206,11101,2
530110412072002,530110412072,53011041207,11101,2
530110413362003,530110413362,53011041336,11101,2
530110410111013,530110410111,53011041011,11101,2
530110419002034,530110419002,53011041900,11101,2
530110410052066,530110410052,53011041005,11101,2
530110410051007,530110410051,53011041005,11101,2
530110420001008,530110420001,53011042000,11101,2
530110430002002,530110430002,53011043000,11101,2
530110416002002,530110416002,53011041600,11101,2
530110426011001,530110426011,53011042601,11101,2
530110419001042,530110419001,53011041900,11101,2
530110426021000,530110426021,53011042602,11101,2
530110420002011,530110420002,53011042000,11101,2
530110425002011,530110425002,53011042500,11101,2
530110413362006,530110413362,53011041336,11101,2
530110418003040,530110418003,53011041800,11101,2
530110412052017,530110412052,53011041205,11101,2
530110413172001,530110413172,53011041317,11101,2
530110413171002,530110413171,53011041317,11101,2
530110418001017,530110418001,53011041800,11101,2
530110412081005,530110412081,53011041208,11101,2
530110428001016,530110428001,53011042800,11101,2
530110412062002,530110412062,53011041206,11101,2
530110419001037,530110419001,53011041900,11101,2
530110412082001,530110412082,53011041208,11101,2
530110412032008,530110412032,53011041203,11101,2
530110426021038,530110426021,53011042602,11101,2
530110407092011,530110407092,53011040709,11104,3
530110404162006,530110404162,53011040416,11104,3
530110404152026,530110404152,53011040415,11104,3
530110407061011,530110407061,53011040706,11104,3
530110403033015,530110403033,53011040303,11104,3
530110402033041,530110402033,53011040203,11104,3
530110404073003,530110404073,53011040407,11104,3
530110405041009,530110405041,53011040504,11104,3
530110405052005,530110405052,53011040505,11104,3
530110403051008,530110403051,53011040305,11104,3
530110403052035,530110403052,53011040305,11104,3
530110402033020,530110402033,53011040203,11104,3
530110405042013,530110405042,53011040504,11104,3
530110405052024,530110405052,53011040505,11104,3
530110402031000,530110402031,53011040203,11104,3
530110402033011,530110402033,53011040203,11104,3
530110404083010,530110404083,53011040408,11104,3
530110403031005,530110403031,53011040303,11104,3
530110404074001,530110404074,53011040407,11104,3
530110405051001,530110405051,53011040505,11104,3
530110403011024,530110403011,53011040301,11104,3
530110401021003,530110401021,53011040102,11104,3
530110404152024,530110404152,53011040415,11104,3
530110405112009,530110405112,53011040511,11104,3
530110405112015,530110405112,53011040511,11104,3
530110403031009,530110403031,53011040303,11104,3
530110405051006,530110405051,53011040505,11104,3
530110405042004,530110405042,53011040504,11104,3
530110404071017,530110404071,53011040407,11104,3
530110405042005,530110405042,53011040504,11104,3
530110405052017,530110405052,53011040505,11104,3
530110402013014,530110402013,53011040201,11104,3
530110404141009,530110404141,53011040414,11104,3
530110407122006,530110407122,53011040712,11104,3
530110404142028,530110404142,53011040414,11104,3
530110407122001,530110407122,53011040712,11104,3
530110403011020,530110403011,53011040301,11104,3
530110403012016,530110403012,53011040301,11104,3
530110407151009,530110407151,53011040715,11104,3
530110407034000,530110407034,53011040703,11104,3
530110407111003,530110407111,53011040711,11104,3
530110403032029,530110403032,53011040303,11104,3
530110402011031,530110402011,53011040201,11104,3
530110404143005,530110404143,53011040414,11104,3
530110402012014,530110402012,53011040201,11104,3
530110408102003,530110408102,53011040810,11102,4
530110410072007,530110410072,53011041007,11102,4
530110411054000,530110411054,53011041105,11102,4
530110409102010,530110409102,53011040910,11102,4
530110408093006,530110408093,53011040809,11102,4
530110411144010,530110411144,53011041114,11102,4
530110408123025,530110408123,53011040812,11102,4
530110408102005,530110408102,53011040810,11102,4
530110404122004,530110404122,53011040412,11102,4
530110408034002,530110408034,53011040803,11102,4
530110411112000,530110411112,53011041111,11102,4
530110410082016,530110410082,53011041008,11102,4
530110408031017,530110408031,53011040803,11102,4
530110409041022,530110409041,53011040904,11102,4
530110409102016,530110409102,53011040910,11102,4
530110411131005,530110411131,53011041113,11102,4
530110411102021,530110411102,53011041110,11102,4
530110408032013,530110408032,53011040803,11102,4
530110408101007,530110408101,53011040810,11102,4
530110410083008,530110410083,53011041008,11102,4
530110411042018,530110411042,53011041104,11102,4
530110409082010,530110409082,53011040908,11102,4
530110409093000,530110409093,53011040909,11102,4
530110408102013,530110408102,53011040810,11102,4
530110408101011,530110408101,53011040810,11102,4
530110408061006,530110408061,53011040806,11102,4
530110408102022,530110408102,53011040810,11102,4
530110410101012,530110410101,53011041010,11102,4
530110409074004,530110409074,53011040907,11102,4
530110411052009,530110411052,53011041105,11102,4
530110409073023,530110409073,53011040907,11102,4
530110411102010,530110411102,53011041110,11102,4
530110411054002,530110411054,53011041105,11102,4
530110409041008,530110409041,53011040904,11102,4
530110409072021,530110409072,53011040907,11102,4
530110408061011,530110408061,53011040806,11102,4
530110408031006,530110408031,53011040803,11102,4
530110404112000,530110404112,53011040411,11102,4
530110411102007,530110411102,53011041110,11102,4
530599503001010,530599503001,53059950300,11000,5
530599502003167,530599502003,53059950200,11000,5
530599504002073,530599504002,53059950400,11000,5
530599504002003,530599504002,53059950400,11000,5
530110413101010,530110413101,53011041310,11103,1
530110415001016,530110415001,53011041500,11103,1
530110405121011,530110405121,53011040512,11103,1
530110415003008,530110415003,53011041500,11103,1
530110413192011,530110413192,53011041319,11103,1
530110413353035,530110413353,53011041335,11103,1
530110405102015,530110405102,53011040510,11103,1
530110413252024,530110413252,53011041325,11103,1
530110406083017,530110406083,53011040608,11103,1
530110405104014,530110405104,53011040510,11103,1
530110413261009,530110413261,53011041326,11103,1
530110414001020,530110414001,53011041400,11103,1
530110406054018,530110406054,53011040605,11103,1
530110406041012,530110406041,53011040604,11103,1
530110413253008,530110413253,53011041325,11103,1
530110413252013,530110413252,53011041325,11103,1
530110405101014,530110405101,53011040510,11103,1
530110415003005,530110415003,53011041500,11103,1
530110413282008,530110413282,53011041328,11103,1
530110405092052,530110405092,53011040509,11103,1
530110405104004,530110405104,53011040510,11103,1
530110415001017,530110415001,53011041500,11103,1
530110413252038,530110413252,53011041325,11103,1
530110413192019,530110413192,53011041319,11103,1
530110413101003,530110413101,53011041310,11103,1
530110406081003,530110406081,53011040608,11103,1
530110413283002,530110413283,53011041328,11103,1
530110414002019,530110414002,53011041400,11103,1
530110413234008,530110413234,53011041323,11103,1
530110413193006,530110413193,53011041319,11103,1
530110406083016,530110406083,53011040608,11103,1
530110405121003,530110405121,53011040512,11103,1
530110413103012,530110413103,53011041310,11103,1
530110413292023,530110413292,53011041329,11103,1
530110414001004,530110414001,53011041400,11103,1
530110413332012,530110413332,53011041333,11103,1
530110413252010,530110413252,53011041325,11103,1
530110413284018,530110413284,53011041328,11103,1
530110413351011,530110413351,53011041335,11103,1
530110406101018,530110406101,53011040610,11103,1
530110406052008,530110406052,53011040605,11103,1
530110405101018,530110405101,53011040510,11103,1
530110406101003,530110406101,53011040610,11103,1
530110413191019,530110413191,53011041319,11103,1
530110413201014,530110413201,53011041320,11103,1
530110421002007,530110421002,53011042100,11101,2
530110428001014,530110428001,53011042800,11101,2
530110424001036,530110424001,53011042400,11101,2
530110413303005,530110413303,53011041330,11101,2
530110421001021,530110421001,53011042100,11101,2
530110419002027,530110419002,53011041900,11101,2
530110418003011,530110418003,53011041800,11101,2
530110413091001,530110413091,53011041309,11101,2
530110413172007,530110413172,53011041317,11101,2
