"GEOID","NAME","POPW_E","POPW_M","W0_E","W0_M","W1_E","W1_M","W2_E","W2_M","W3_E","W3_M","OCCP_E","OCCP_M","OCCP_1_E","OCCP_1_M","OCCP_2_E","OCCP_2_M","OCCP_3_E","OCCP_3_M","OCCP_4_E","OCCP_4_M","OCCP_5_E","OCCP_5_M","OCCP_6_E","OCCP_6_M"
"41017002102","Census Tract 21.02; Deschutes County; Oregon",975,118,439,127,155,87,345,118,36,60,1010,183,445,127,82,61,322,179,124,83,37,55,0,13
"41017002103","Census Tract 21.03; Deschutes County; Oregon",2519,410,647,236,740,371,886,269,246,133,3366,593,2186,483,474,202,473,231,127,95,106,78,0,19
"41019010000","Census Tract 100; Douglas County; Oregon",1125,165,515,129,418,140,192,122,0,13,851,305,316,154,87,55,256,180,84,48,108,74,0,13
"41019020000","Census Tract 200; Douglas County; Oregon",1604,202,786,156,452,133,326,122,40,43,1231,266,290,123,312,120,340,145,146,75,130,76,13,15
"41019030000","Census Tract 300; Douglas County; Oregon",1723,146,605,106,602,114,448,102,68,34,1740,214,484,104,348,144,388,116,266,81,247,77,7,10
"41019040000","Census Tract 400; Douglas County; Oregon",1146,134,614,112,255,71,241,71,36,27,865,170,202,67,146,76,208,82,144,84,165,67,0,13
"41019050001","Census Tract 500.01; Douglas County; Oregon",2326,259,908,232,697,142,591,191,130,70,2194,323,711,153,293,90,528,160,255,154,407,161,0,19
"41019050003","Census Tract 500.03; Douglas County; Oregon",1480,346,640,240,530,288,275,127,35,36,1270,373,247,125,594,351,288,119,87,63,54,63,0,13
"41019050004","Census Tract 500.04; Douglas County; Oregon",1551,221,686,141,347,139,455,199,63,56,1454,339,432,232,306,145,364,200,148,73,204,100,0,13
"41019060000","Census Tract 600; Douglas County; Oregon",1541,177,636,121,485,154,290,106,130,71,1548,267,514,156,127,61,500,161,200,78,207,105,0,13
"41019070000","Census Tract 700; Douglas County; Oregon",2043,255,694,184,724,214,518,214,107,58,2142,456,800,231,229,94,488,221,228,146,397,200,0,19
"41019080001","Census Tract 800.01; Douglas County; Oregon",1300,189,699,200,242,109,359,115,0,13,1070,231,503,127,232,141,148,89,126,77,61,47,0,13
"41019080002","Census Tract 800.02; Douglas County; Oregon",1883,232,773,180,457,163,537,179,116,66,1907,291,914,232,150,74,440,150,255,117,148,88,0,19
"41019090001","Census Tract 900.01; Douglas County; Oregon",2210,258,1037,213,656,262,517,169,0,13,1753,360,551,264,544,214,398,158,55,69,205,128,0,13
"41019090002","Census Tract 900.02; Douglas County; Oregon",509,69,277,91,123,32,109,43,0,13,332,81,191,77,19,10,81,91,3,17,38,35,0,13
"41019100000","Census Tract 1000; Douglas County; Oregon",1341,180,566,167,439,143,329,111,7,13,1159,235,414,168,276,129,261,125,143,83,65,57,0,13
"41019110000","Census Tract 1100; Douglas County; Oregon",1090,111,437,101,427,119,152,76,74,42,993,211,372,118,130,73,191,88,115,76,185,92,0,13
"41019120001","Census Tract 1200.01; Douglas County; Oregon",1064,169,400,115,354,162,198,97,112,82,1157,348,398,152,206,116,245,141,136,88,172,108,0,13
"41019120002","Census Tract 1200.02; Douglas County; Oregon",2140,293,749,228,751,274,619,145,21,38,1908,292,526,185,458,227,466,140,192,107,266,129,0,13
"41019130001","Census Tract 1300.01; Douglas County; Oregon",979,85,263,89,418,177,149,91,149,195,1197,441,273,260,149,109,294,184,61,59,409,77,11,24
"41019130002","Census Tract 1300.02; Douglas County; Oregon",1310,114,632,141,433,148,186,99,59,46,1072,240,255,94,147,80,213,107,101,71,356,185,0,13
"41019140000","Census Tract 1400; Douglas County; Oregon",2291,224,1068,181,679,216,435,177,109,92,1967,444,647,218,389,149,397,195,171,134,363,219,0,19
"41019150001","Census Tract 1500.01; Douglas County; Oregon",2039,333,713,205,718,241,319,186,289,108,2466,451,703,292,519,187,654,206,313,193,277,157,0,19
"41019150002","Census Tract 1500.02; Douglas County; Oregon",1074,148,281,79,462,163,317,88,14,22,1214,228,456,174,211,103,250,93,94,71,203,95,0,13
"41019160001","Census Tract 1600.01; Douglas County; Oregon",1210,180,530,151,265,134,316,103,99,78,1238,274,267,159,435,167,186,104,88,75,262,149,0,13
"41019160002","Census Tract 1600.02; Douglas County; Oregon",2002,295,906,303,588,188,409,144,99,90,1734,346,530,236,318,160,342,198,138,108,406,203,0,13
"41019170000","Census Tract 1700; Douglas County; Oregon",1561,250,606,159,509,119,398,200,48,35,1469,331,257,99,219,137,324,129,324,115,345,260,0,13
"41019180000","Census Tract 1800; Douglas County; Oregon",1794,206,653,173,678,192,350,111,113,74,1863,312,453,185,620,219,295,110,233,113,262,134,0,13
"41019190000","Census Tract 1900; Douglas County; Oregon",1955,256,1245,238,392,130,214,85,104,51,1298,211,276,101,260,120,319,90,97,70,346,154,0,13
"41019200000","Census Tract 2000; Douglas County; Oregon",2139,184,982,163,741,143,359,97,57,37,1758,245,443,114,316,86,332,125,264,79,403,108,0,19
"41019210000","Census Tract 2100; Douglas County; Oregon",1812,223,916,184,648,160,220,77,28,34,1215,226,499,157,206,72,151,68,183,64,176,80,0,13
"41019990000","Census Tract 9900; Douglas County; Oregon",0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
"41021960100","Census Tract 9601; Gilliam County; Oregon",862,71,393,76,241,49,216,61,12,12,777,103,224,69,227,81,98,43,111,37,117,43,0,13
"41023960100","Census Tract 9601; Grant County; Oregon",1120,129,543,111,387,86,156,47,34,34,798,125,280,85,130,68,163,56,192,62,33,17,0,13
"41023960201","Census Tract 9602.01; Grant County; Oregon",709,99,346,85,145,40,177,54,41,26,638,116,163,47,176,65,68,25,175,68,56,25,0,13
"41023960202","Census Tract 9602.02; Grant County; Oregon",1539,131,582,104,432,98,437,112,88,47,1447,191,511,115,331,80,284,114,159,55,162,76,0,13
"41025960101","Census Tract 9601.01; Harney County; Oregon",1016,113,287,82,460,146,252,100,17,21,1088,172,174,80,327,169,300,103,147,70,140,75,0,13
"41025960102","Census Tract 9601.02; Harney County; Oregon",1271,152,548,120,409,154,309,92,5,9,1151,211,480,181,355,125,95,51,6,10,215,91,0,13
"41025960200","Census Tract 9602; Harney County; Oregon",815,103,277,63,264,79,238,71,36,25,885,155,337,94,151,58,95,61,185,57,117,64,0,13
"41027950100","Census Tract 9501; Hood River County; Oregon",1755,219,423,116,665,209,566,158,101,60,2513,326,841,181,381,160,258,121,685,233,348,168,0,13
"41027950201","Census Tract 9502.01; Hood River County; Oregon",1270,150,353,106,408,145,368,107,141,83,1671,287,634,170,252,114,310,129,263,135,212,96,0,13
"41027950202","Census Tract 9502.02; Hood River County; Oregon",1595,187,324,110,609,199,459,142,203,119,2135,322,1122,210,392,221,396,155,167,86,43,50,15,25
"41027950301","Census Tract 9503.01; Hood River County; Oregon",1550,191,411,126,615,202,473,153,51,50,1731,249,759,209,406,197,322,115,81,90,163,126,0,13
"41027950302","Census Tract 9503.02; Hood River County; Oregon",1171,194,285,108,371,156,334,121,181,115,1536,257,649,208,276,161,242,99,148,116,221,151,0,13
"41027950400","Census Tract 9504; Hood River County; Oregon",1698,199,327,101,517,155,557,179,297,111,3019,339,891,292,567,159,424,151,779,239,358,128,0,19
"41029000100","Census Tract 1; Jackson County; Oregon",887,110,275,75,350,95,213,94,49,38,1286,451,262,119,359,244,342,254,179,118,144,104,0,13
"41029000201","Census Tract 2.01; Jackson County; Oregon",1380,164,508,151,475,122,222,93,175,90,1703,405,256,80,384,183,654,275,101,66,308,111,0,13
"41029000202","Census Tract 2.02; Jackson County; Oregon",1437,180,255,87,758,215,360,102,64,45,1708,276,311,135,490,136,255,102,278,138,374,194,0,13
"41029000203","Census Tract 2.03; Jackson County; Oregon",1525,218,455,154,489,135,486,171,95,70,1773,372,436,171,487,175,357,156,144,87,349,123,0,13
"41029000300","Census Tract 3; Jackson County; Oregon",2719,341,601,191,1403,349,545,192,170,142,3011,515,661,281,695,197,809,385,410,266,436,246,0,19
"41029000403","Census Tract 4.03; Jackson County; Oregon",1763,203,704,158,412,103,587,169,60,38,1707,272,698,183,289,82,448,123,138,82,134,58,0,13
"41029000404","Census Tract 4.04; Jackson County; Oregon",2051,293,588,97,714,228,645,214,104,49,2168,355,1143,208,168,74,456,109,123,70,278,207,0,19
"41029000405","Census Tract 4.05; Jackson County; Oregon",1656,136,601,149,409,116,427,114,219,88,2208,340,621,156,434,190,802,285,114,83,224,109,13,22
"41029000406","Census Tract 4.06; Jackson County; Oregon",2071,286,797,156,491,157,666,263,117,86,2034,341,746,306,522,160,381,103,286,117,99,64,0,13
"41029000501","Census Tract 5.01; Jackson County; Oregon",1429,197,403,116,752,194,233,69,41,35,1378,248,575,167,303,123,224,110,91,58,185,112,0,13
"41029000502","Census Tract 5.02; Jackson County; Oregon",2379,331,899,204,854,262,454,174,172,200,2373,639,669,305,517,296,729,263,252,225,206,122,0,19
"41029000603","Census Tract 6.03; Jackson County; Oregon",1520,232,439,116,614,224,407,150,60,43,1595,303,927,218,157,69,351,155,64,50,96,81,0,13
"41029000604","Census Tract 6.04; Jackson County; Oregon",1574,217,577,207,362,135,484,150,151,92,1860,257,842,210,268,123,444,143,122,97,184,87,0,13
"41029000605","Census Tract 6.05; Jackson County; Oregon",1589,173,647,135,592,161,343,144,7,13,1342,325,536,157,213,150,388,227,110,100,95,68,0,13
"41029000606","Census Tract 6.06; Jackson County; Oregon",1008,191,596,132,234,134,108,75,70,56,702,228,362,120,92,128,159,128,15,23,74,80,0,13
"41029000701","Census Tract 7.01; Jackson County; Oregon",1859,266,412,108,658,221,572,232,217,97,2688,529,958,323,605,275,735,275,108,81,282,137,0,19
"41029000702","Census Tract 7.02; Jackson County; Oregon",2007,252,597,168,591,205,629,186,190,120,2494,484,941,271,588,288,739,270,41,60,185,155,0,19
"41029000800","Census Tract 8; Jackson County; Oregon",2917,346,656,201,1422,439,692,210,147,121,3350,544,1034,310,813,393,593,217,356,168,554,275,0,19
"41029000901","Census Tract 9.01; Jackson County; Oregon",1132,145,416,101,304,111,296,158,116,73,1314,289,577,172,73,64,382,174,52,52,230,132,0,13
"41029000902","Census Tract 9.02; Jackson County; Oregon",2696,297,698,188,613,184,1036,216,349,158,3819,521,1246,308,761,280,883,245,466,209,463,203,0,19
"41029001001","Census Tract 10.01; Jackson County; Oregon",2560,192,873,163,716,208,789,187,182,126,3032,434,740,199,624,272,653,246,480,218,535,230,0,19
"41029001002","Census Tract 10.02; Jackson County; Oregon",1669,144,295,71,667,160,550,176,157,102,2539,387,644,163,680,138,506,178,121,81,588,314,0,13
"41029001100","Census Tract 11; Jackson County; Oregon",2061,310,771,205,467,139,652,223,171,159,2423,563,830,217,519,283,674,359,89,82,311,212,0,19
"41029001200","Census Tract 12; Jackson County; Oregon",1627,205,309,91,653,132,571,210,94,47,2182,354,726,227,462,147,606,197,178,84,210,107,0,13
"41029001301","Census Tract 13.01; Jackson County; Oregon",1652,211,486,159,457,127,489,146,220,74,2442,332,663,223,436,163,612,159,229,97,502,124,0,19
"41029001303","Census Tract 13.03; Jackson County; Oregon",2166,445,623,323,517,180,661,273,365,99,2898,479,614,315,491,201,651,227,558,125,565,243,19,31
"41029001304","Census Tract 13.04; Jackson County; Oregon",2045,291,722,292,594,188,578,163,151,74,2309,360,1400,302,270,106,420,128,96,79,119,80,4,17
"41029001401","Census Tract 14.01; Jackson County; Oregon",2133,203,535,291,472,227,1042,274,84,79,2728,490,456,265,360,282,1053,348,321,237,538,180,0,19
"41029001402","Census Tract 14.02; Jackson County; Oregon",500,148,149,113,331,91,20,26,0,13,390,102,205,85,50,63,84,120,13,19,38,44,0,13
"41029001403","Census Tract 14.03; Jackson County; Oregon",1636,299,723,191,506,211,335,148,72,78,1425,390,479,250,128,88,414,185,89,95,315,156,0,13
"41029001500","Census Tract 15; Jackson County; Oregon",2311,236,944,225,817,240,462,139,88,55,2056,289,1269,284,361,173,307,132,18,28,101,87,0,19
"41029001601","Census Tract 16.01; Jackson County; Oregon",1891,386,805,202,399,150,607,325,80,50,1967,663,506,187,595,599,428,177,135,74,303,177,0,13
"41029001602","Census Tract 16.02; Jackson County; Oregon",2683,419,874,252,1017,274,663,316,129,69,2980,744,1484,390,346,123,580,311,234,178,336,202,0,19
"41029001701","Census Tract 17.01; Jackson County; Oregon",1442,205,587,205,559,167,154,95,142,101,1352,372,442,179,503,253,187,100,15,25,205,179,0,13
"41029001702","Census Tract 17.02; Jackson County; Oregon",1876,259,689,208,442,160,744,250,1,3,2219,523,1035,266,330,182,617,294,150,130,87,86,0,13
"41029001801","Census Tract 18.01; Jackson County; Oregon",2184,302,913,307,663,291,608,208,0,13,1808,383,984,303,493,266,319,201,0,13,12,20,0,13
"41029001802","Census Tract 18.02; Jackson County; Oregon",1903,288,770,182,480,161,653,255,0,13,1812,537,961,240,97,84,482,251,35,35,237,277,0,13
"41029001900","Census Tract 19; Jackson County; Oregon",1183,170,348,137,511,136,279,107,45,39,1534,251,636,211,532,158,264,98,39,32,63,36,0,13
"41029002000","Census Tract 20; Jackson County; Oregon",1107,165,319,84,516,177,262,89,10,15,1142,249,644,235,273,120,196,75,18,21,11,18,0,13
"41029002100","Census Tract 21; Jackson County; Oregon",1694,199,762,140,484,130,370,102,78,89,1495,297,1029,231,192,104,160,84,51,42,63,58,0,13
"41029002200","Census Tract 22; Jackson County; Oregon",2487,226,833,197,1119,264,465,140,70,55,2412,330,1493,313,207,148,359,135,79,75,274,135,0,19
"41029002300","Census Tract 23; Jackson County; Oregon",760,134,364,97,248,96,121,46,27,21,624,134,356,111,73,40,102,44,19,18,74,35,0,13
"41029002400","Census Tract 24; Jackson County; Oregon",840,129,281,64,343,134,175,53,41,33,883,180,403,113,185,115,184,115,42,21,69,50,0,13
"41029002500","Census Tract 25; Jackson County; Oregon",1063,146,333,89,352,88,305,132,73,41,1285,287,795,195,100,45,160,66,201,144,29,30,0,13
"41029002600","Census Tract 26; Jackson County; Oregon",1110,121,454,102,365,92,275,56,16,11,1025,152,346,84,200,60,169,96,205,73,102,41,3,4
"41029002701","Census Tract 27.01; Jackson County; Oregon",1100,139,477,142,473,134,98,61,52,32,903,194,392,132,105,81,135,108,91,75,180,90,0,13
"41029002702","Census Tract 27.02; Jackson County; Oregon",2036,404,1131,383,479,208,348,147,78,106,1421,469,451,209,281,191,98,82,254,175,337,177,0,13
"41029002800","Census Tract 28; Jackson County; Oregon",1934,207,834,186,693,144,375,100,32,24,1602,220,473,113,281,87,412,176,226,93,210,79,0,13
"41029002901","Census Tract 29.01; Jackson County; Oregon",1434,156,823,147,274,95,309,78,28,23,992,170,299,97,174,72,284,111,78,52,157,76,0,13
"41029002902","Census Tract 29.02; Jackson County; Oregon",1514,312,558,167,630,327,293,143,33,35,1331,369,573,271,178,104,123,81,209,121,248,192,0,13
"41029003001","Census Tract 30.01; Jackson County; Oregon",1677,162,774,176,491,136,366,101,46,35,1420,216,682,163,263,100,282,100,93,67,100,61,0,13
"41029003002","Census Tract 30.02; Jackson County; Oregon",1999,296,798,247,672,227,416,190,113,94,1994,460,716,276,353,190,364,153,302,152,259,103,0,13
"41031940000","Census Tract 9400; Jefferson County; Oregon",702,112,209,66,287,93,142,55,64,44,922,189,360,117,141,72,257,102,48,45,116,61,0,13
"41031960100","Census Tract 9601; Jefferson County; Oregon",590,78,183,54,212,81,147,65,48,38,686,205,220,101,109,80,111,58,115,79,131,69,0,13
"41031960201","Census Tract 9602.01; Jefferson County; Oregon",1151,121,421,133,447,129,164,85,119,43,1388,259,216,98,296,111,426,124,226,109,224,100,0,13
"41031960202","Census Tract 9602.02; Jefferson County; Oregon",2320,192,668,143,726,192,824,208,102,89,2584,323,1101,305,498,180,659,164,150,77,176,107,0,19
"41031960301","Census Tract 9603.01; Jefferson County; Oregon",1909,152,762,114,629,155,443,116,75,47,1797,284,579,157,505,178,196,102,134,59,383,103,0,13
"41031960303","Census Tract 9603.03; Jefferson County; Oregon",292,54,157,56,91,39,26,13,18,24,206,84,74,26,10,9,41,52,34,29,47,35,0,13
"41031960304","Census Tract 9603.04; Jefferson County; Oregon",939,135,165,57,356,107,294,77,124,64,1556,307,380,90,207,78,239,91,236,97,494,231,0,13
"41031960305","Census Tract 9603.05; Jefferson County; Oregon",688,99,142,49,345,90,165,60,36,29,778,122,240,66,115,47,119,39,106,45,198,60,0,13
"41033360100","Census Tract 3601; Josephine County; Oregon",848,142,543,137,222,88,83,42,0,13,370,103,142,76,41,27,123,53,16,15,48,26,0,13
"41033360300","Census Tract 3603; Josephine County; Oregon",2284,259,826,217,782,254,521,177,155,98,2334,418,763,225,368,140,469,184,473,239,261,142,0,19
"41033360400","Census Tract 3604; Josephine County; Oregon",1924,227,796,155,616,157,410,170,102,63,1731,317,895,252,343,135,223,107,108,61,162,82,0,13
"41033360500","Census Tract 3605; Josephine County; Oregon",2444,256,892,208,697,209,498,155,357,196,2682,511,849,282,698,207,516,220,296,195,323,165,0,19
"41033360601","Census Tract 3606.01; Josephine County; Oregon",1287,216,554,164,449,120,284,181,0,13,981,268,199,103,270,106,232,166,36,43,244,134,0,13
"41033360602","Census Tract 3606.02; Josephine County; Oregon",1462,223,504,93,665,231,245,106,48,61,1279,291,767,228,79,74,177,94,22,27,234,187,0,13
"41033360701","Census Tract 3607.01; Josephine County; Oregon",2047,270,474,115,990,275,463,139,120,69,2411,330,358,101,1019,315,539,145,152,68,343,98,0,19
"41033360703","Census Tract 3607.03; Josephine County; Oregon",1210,136,482,128,430,141,282,101,16,39,1059,214,268,119,277,146,303,143,139,106,72,64,0,13
"41033360704","Census Tract 3607.04; Josephine County; Oregon",1384,205,459,149,426,167,477,162,22,33,1515,317,431,151,395,177,365,142,123,131,201,118,0,13
"41033360800","Census Tract 3608; Josephine County; Oregon",2191,277,997,238,557,209,616,210,21,32,1895,431,932,316,375,121,221,120,127,105,240,143,0,19
"41033360900","Census Tract 3609; Josephine County; Oregon",1014,144,454,118,386,116,130,63,44,42,784,185,338,136,194,105,133,61,36,33,83,53,0,13
"41033361000","Census Tract 3610; Josephine County; Oregon",1988,218,844,157,655,194,323,116,166,78,1876,326,560,140,435,189,310,151,127,67,410,151,34,51
"41033361101","Census Tract 3611.01; Josephine County; Oregon",2655,266,871,192,871,229,853,279,60,70,2646,458,895,284,638,237,747,270,120,118,246,159,0,19
"41033361102","Census Tract 3611.02; Josephine County; Oregon",1553,209,494,125,728,240,247,102,84,83,1659,472,385,177,648,362,270,136,138,95,218,111,0,13
"41033361201","Census Tract 3612.01; Josephine County; Oregon",1651,167,788,179,429,130,396,144,38,59,1357,283,404,177,407,200,349,151,65,66,132,96,0,13
"41033361202","Census Tract 3612.02; Josephine County; Oregon",1438,235,563,182,423,188,379,136,73,56,1553,391,384,137,441,203,342,188,64,67,322,144,0,13
"41033361301","Census Tract 3613.01; Josephine County; Oregon",1792,196,894,195,474,154,339,129,85,62,1335,250,629,231,214,76,254,123,78,80,160,109,0,13
"41033361302","Census Tract 3613.02; Josephine County; Oregon",1224,169,361,117,603,159,194,83,66,63,1252,252,405,141,221,127,241,98,178,109,207,108,0,13
"41033361400","Census Tract 3614; Josephine County; Oregon",1078,149,559,157,222,81,285,113,12,18,909,272,220,108,149,69,301,182,41,38,198,111,0,13
"41033361500","Census Tract 3615; Josephine County; Oregon",994,187,546,124,215,82,205,115,28,25,747,288,467,256,50,39,81,55,95,100,54,53,0,13
"41033361601","Census Tract 3616.01; Josephine County; Oregon",2260,305,1284,278,644,214,261,148,71,74,1414,354,292,225,349,192,290,113,84,80,399,220,0,13
"41033361602","Census Tract 3616.02; Josephine County; Oregon",1482,230,726,185,398,173,333,148,25,40,1052,290,459,174,112,101,181,162,188,126,112,91,0,13
"41035970100","Census Tract 9701; Klamath County; Oregon",1408,199,702,155,489,182,213,99,4,7,1029,243,218,95,200,130,262,196,188,119,161,99,0,13
"41035970201","Census Tract 9702.01; Klamath County; Oregon",828,165,496,146,306,149,21,31,5,8,413,180,178,127,52,41,121,103,43,47,19,30,0,13
"41035970202","Census Tract 9702.02; Klamath County; Oregon",1263,186,573,152,478,150,178,120,34,47,913,244,247,143,276,113,154,88,69,50,167,81,0,13
"41035970300","Census Tract 9703; Klamath County; Oregon",1249,147,369,92,530,136,343,104,7,11,1313,208,394,170,83,59,292,127,316,133,228,135,0,13
"41035970400","Census Tract 9704; Klamath County; Oregon",632,102,255,54,185,80,168,84,24,22,637,206,182,78,56,27,155,141,121,64,76,60,47,62
"41035970500","Census Tract 9705; Klamath County; Oregon",741,106,351,93,194,71,191,92,5,9,599,183,150,58,54,41,190,99,129,79,76,53,0,13
"41035970600","Census Tract 9706; Klamath County; Oregon",553,87,101,44,237,79,170,69,45,40,783,187,250,117,182,106,113,58,176,82,62,41,0,13
"41035970700","Census Tract 9707; Klamath County; Oregon",888,105,245,79,364,88,272,72,7,10,982,168,368,117,161,69,150,60,154,67,132,69,17,15
"41035970800","Census Tract 9708; Klamath County; Oregon",1024,129,388,89,254,59,297,83,85,56,1207,239,438,124,257,97,191,69,196,97,121,68,4,8
"41035970901","Census Tract 9709.01; Klamath County; Oregon",936,152,290,124,438,143,150,120,58,47,928,229,443,152,179,112,88,63,94,100,124,100,0,13
"41035970902","Census Tract 9709.02; Klamath County; Oregon",1114,203,492,183,332,120,253,129,37,48,1097,285,339,189,196,148,322,131,48,48,192,126,0,13
"41035971000","Census Tract 9710; Klamath County; Oregon",1010,199,352,129,264,107,373,155,21,32,1040,253,549,210,132,83,104,51,105,78,150,95,0,13
"41035971100","Census Tract 9711; Klamath County; Oregon",2176,213,614,142,715,205,764,187,83,75,2576,412,1163,291,413,127,545,180,147,113,291,123,17,26
"41035971200","Census Tract 9712; Klamath County; Oregon",1034,143,394,135,421,112,191,86,28,23,971,193,275,106,186,83,168,100,81,51,261,136,0,13
"41035971300","Census Tract 9713; Klamath County; Oregon",2362,234,998,165,827,249,502,147,35,43,2004,330,539,186,306,118,516,175,370,220,241,121,32,54
"41035971400","Census Tract 9714; Klamath County; Oregon",2178,212,458,129,892,218,779,208,49,60,2668,381,970,237,328,147,536,195,323,168,473,172,38,64
"41035971500","Census Tract 9715; Klamath County; Oregon",1984,223,852,153,801,205,331,119,0,19,1423,289,409,127,176,88,340,143,272,175,226,114,0,19
"41035971600","Census Tract 9716; Klamath County; Oregon",1378,191,625,181,548,137,174,104,31,34,1053,259,186,107,307,147,286,163,30,30,210,95,34,52
"41035971700","Census Tract 9717; Klamath County; Oregon",1400,186,581,158,599,160,146,93,74,49,1257,228,267,113,338,157,237,106,118,68,265,97,32,42
"41035971800","Census Tract 9718; Klamath County; Oregon",1064,203,428,139,430,184,193,70,13,17,870,212,334,158,162,70,227,92,34,37,113,59,0,13
"41035971900","Census Tract 9719; Klamath County; Oregon",1324,162,543,139,481,142,244,138,56,44,1275,324,442,118,262,128,234,143,101,57,236,137,0,13
"41035972000","Census Tract 9720; Klamath County; Oregon",1640,143,560,109,633,139,411,106,36,34,1785,268,724,168,280,85,334,152,88,56,330,130,29,28
"41037960100","Census Tract 9601; Lake County; Oregon",1263,163,546,143,465,106,246,84,6,10,988,171,325,101,187,89,152,79,178,65,146,80,0,13
"41037960200","Census Tract 9602; Lake County; Oregon",2101,156,819,144,670,140,576,124,36,24,2049,257,819,159,451,118,350,100,159,89,270,124,0,19
"41039000100","Census Tract 1; Lane County; Oregon",2223,241,1128,190,604,170,431,150,60,37,1718,337,779,148,347,143,264,106,192,119,136,87,0,19
"41039000200","Census Tract 2; Lane County; Oregon",1965,162,562,130,518,139,674,156,211,102,2670,458,853,201,413,175,501,224,455,193,432,161,16,27
"41039000300","Census Tract 3; Lane County; Oregon",918,87,280,68,308,85,313,68,17,17,1077,159,451,98,162,68,241,84,120,70,103,37,0,13
"41039000402","Census Tract 4.02; Lane County; Oregon",1431,247,390,86,405,115,527,246,109,60,1985,630,941,455,238,167,220,125,275,163,311,107,0,13
"41039000403","Census Tract 4.03; Lane County; Oregon",2350,263,653,126,612,215,948,227,137,127,3020,374,848,273,698,330,731,260,309,170,434,159,0,19
"41039000404","Census Tract 4.04; Lane County; Oregon",1618,178,508,143,447,127,517,181,146,102,2038,436,620,181,479,282,455,155,337,221,147,98,0,13
"41039000500","Census Tract 5; Lane County; Oregon",866,97,381,58,316,58,157,63,12,19,704,153,142,37,168,64,179,52,165,91,50,23,0,13
"41039000702","Census Tract 7.02; Lane County; Oregon",1166,206,658,189,354,85,131,47,23,19,714,120,210,59,186,70,171,65,68,37,79,46,0,13
"41039000705","Census Tract 7.05; Lane County; Oregon",1937,184,927,165,603,158,352,140,55,47,1434,288,546,227,524,152,178,78,57,43,129,102,0,13
"41039000706","Census Tract 7.06; Lane County; Oregon",1630,239,767,154,663,250,182,97,18,23,1213,347,361,142,209,99,286,108,95,65,110,90,152,216
"41039000707","Census Tract 7.07; Lane County; Oregon",2093,226,1360,264,422,149,226,99,85,58,1163,201,357,151,298,105,378,158,29,40,101,78,0,13
"41039000708","Census Tract 7.08; Lane County; Oregon",1121,103,612,107,258,72,184,58,67,48,866,170,346,95,214,76,146,51,110,53,50,37,0,13
"41039000800","Census Tract 8; Lane County; Oregon",644,87,273,78,177,55,155,57,39,28,615,133,203,80,94,45,115,56,149,65,54,42,0,13
"41039000902","Census Tract 9.02; Lane County; Oregon",1784,231,594,146,519,134,553,178,118,67,2057,329,755,270,278,105,418,151,342,117,264,101,0,13
"41039000903","Census Tract 9.03; Lane County; Oregon",2327,309,832,295,937,225,465,159,93,71,2131,364,623,219,399,206,520,204,393,160,196,130,0,19
"41039000904","Census Tract 9.04; Lane County; Oregon",1160,163,406,117,429,118,260,103,65,60,1184,273,368,141,273,129,354,124,47,37,142,92,0,13
"41039001001","Census Tract 10.01; Lane County; Oregon",1152,200,576,219,259,96,225,106,92,69,1101,377,417,203,245,151,151,62,191,112,97,72,0,13
"41039001002","Census Tract 10.02; Lane County; Oregon",1816,200,634,155,527,109,574,197,81,43,1808,284,778,192,288,187,387,124,179,76,176,74,0,13
"41039001101","Census Tract 11.01; Lane County; Oregon",2298,229,568,138,940,224,611,196,179,126,2880,409,946,263,317,133,615,220,423,159,579,253,0,19
"41039001102","Census Tract 11.02; Lane County; Oregon",1394,166,426,103,321,117,542,164,105,63,1794,300,555,161,255,113,528,121,199,130,257,128,0,13
"41039001201","Census Tract 12.01; Lane County; Oregon",1633,181,553,142,611,155,296,123,173,94,1796,406,505,169,341,138,312,189,475,177,163,76,0,13
"41039001202","Census Tract 12.02; Lane County; Oregon",1838,248,698,172,627,122,447,184,66,43,1693,309,627,139,308,111,532,235,142,64,84,65,0,13
"41039001301","Census Tract 13.01; Lane County; Oregon",1355,175,444,121,476,132,395,128,40,34,1442,311,502,267,297,119,196,87,188,84,259,102,0,13
"41039001302","Census Tract 13.02; Lane County; Oregon",2030,227,575,133,518,186,641,172,296,150,2738,479,572,171,622,236,488,137,690,284,366,121,0,19
"41039001400","Census Tract 14; Lane County; Oregon",958,162,359,107,337,130,220,89,42,34,926,217,255,116,253,100,142,70,188,88,88,40,0,13
"41039001500","Census Tract 15; Lane County; Oregon",2224,387,1442,363,570,212,197,124,15,24,1038,275,151,114,294,192,190,123,186,105,217,119,0,19
"41039001600","Census Tract 16; Lane County; Oregon",1992,150,686,151,543,117,560,133,203,101,2428,490,748,226,396,177,503,173,423,127,358,121,0,19
"41039001700","Census Tract 17; Lane County; Oregon",1887,212,760,160,592,218,447,140,88,65,2007,527,758,313,367,223,423,149,219,182,240,114,0,19
"41039001801","Census Tract 18.01; Lane County; Oregon",1929,210,410,139,586,174,776,189,157,86,2724,382,855,218,416,201,740,298,296,129,417,168,0,19
"41039001803","Census Tract 18.03; Lane County; Oregon",1634,219,382,77,701,235,485,113,66,44,1993,283,507,210,361,125,468,180,314,147,325,119,18,26
