PUMA,BLOCK,household_id,gqwgtp,SERIALNO,employed,soc,OCCP,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG
100,410619707002014,47,4,2019GQ0095961,1,25,2,19,1,6,1,6,6,4,11,1,1
100,410619707002014,48,12,2019GQ0101555,0,0,999,19,2,-8,6,6,-8,4,11,1,1
100,410619707002014,49,12,2019GQ0101555,0,0,999,19,2,-8,6,6,-8,4,11,1,1
100,410619707002014,50,12,2019GQ0101555,0,0,999,19,2,-8,6,6,-8,4,11,1,1
100,410619707002014,51,5,2019GQ0103445,1,35,3,18,1,30,1,6,6,4,10,1,1
100,410619707002014,52,5,2019GQ0103445,1,35,3,18,1,30,1,6,6,4,10,1,1
100,410619707002014,53,5,2019GQ0148648,1,53,6,18,2,40,1,6,6,4,10,1,1
100,410619707002014,54,5,2019GQ0148648,1,53,6,18,2,40,1,6,6,4,10,1,1
100,410619707002014,55,5,2019GQ0148648,1,53,6,18,2,40,1,6,6,4,10,1,1
100,410619707002014,56,4,2020GQ0021937,0,0,999,18,1,-8,6,6,-8,4,10,1,1
100,410619707002014,57,4,2020GQ0021937,0,0,999,18,1,-8,6,6,-8,4,10,1,1
100,410619707002014,58,11,2020GQ0026155,1,39,1,19,2,45,1,6,1,4,11,1,1
100,410619707002014,59,11,2020GQ0026155,1,39,1,19,2,45,1,6,1,4,11,1,1
100,410619707002014,60,4,2020GQ0070354,0,0,999,21,2,15,6,6,6,4,9,1,1
100,410619707002014,61,4,2020GQ0070354,0,0,999,21,2,15,6,6,6,4,9,1,1
100,410619707002014,62,3,2020GQ0083643,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,63,17,2020GQ0084377,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,64,17,2020GQ0084377,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,65,17,2020GQ0084377,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,66,3,2020GQ0101831,0,0,999,18,1,-8,6,6,-8,4,9,1,1
100,410619707002014,67,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,68,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,69,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,70,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,71,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,72,10,2020GQ0105742,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,73,9,2020GQ0108644,0,0,999,20,1,40,6,6,1,4,11,1,1
100,410619707002014,74,9,2020GQ0108644,0,0,999,20,1,40,6,6,1,4,11,1,1
100,410619707002014,75,9,2020GQ0108644,0,0,999,20,1,40,6,6,1,4,11,1,1
100,410619707002014,76,9,2020GQ0108644,0,0,999,20,1,40,6,6,1,4,11,1,1
100,410619707002014,77,4,2020GQ0109470,1,39,1,19,2,45,1,6,1,4,10,1,1
100,410619707002014,78,3,2020GQ0116364,1,39,1,18,2,45,1,6,1,4,10,1,1
100,410619707002014,79,3,2020GQ0120885,0,0,999,18,2,2,6,6,6,4,10,1,1
100,410619707002014,80,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,81,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,82,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,83,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,84,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,85,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,86,16,2020GQ0144401,0,0,999,18,2,15,6,6,6,4,11,1,1
100,410619707002014,87,4,2020GQ0156969,0,0,999,19,2,-8,3,6,-8,4,13,1,1
100,410619707002014,88,4,2020GQ0156969,0,0,999,19,2,-8,3,6,-8,4,13,1,1
100,410619707002014,89,4,2020GQ0156969,0,0,999,19,2,-8,3,6,-8,4,13,1,1
100,410619707002014,90,10,2021GQ0001213,0,0,999,19,2,60,3,6,6,4,11,1,1
100,410619707002014,91,10,2021GQ0001213,0,0,999,19,2,60,3,6,6,4,11,1,1
100,410619707002014,92,10,2021GQ0001213,0,0,999,19,2,60,3,6,6,4,11,1,1
100,410619707002014,93,10,2021GQ0001213,0,0,999,19,2,60,3,6,6,4,11,1,1
100,410619707002014,94,10,2021GQ0001213,0,0,999,19,2,60,3,6,6,4,11,1,1
100,410619707002014,95,7,2021GQ0005697,0,0,999,18,2,30,6,6,6,4,11,1,1
100,410619707002014,96,7,2021GQ0005697,0,0,999,18,2,30,6,6,6,4,11,1,1
100,410619707002014,97,4,2021GQ0026965,0,0,999,18,1,-8,6,6,-8,4,10,1,1
100,410619707002014,98,4,2021GQ0026965,0,0,999,18,1,-8,6,6,-8,4,10,1,1
100,410619707002014,99,5,2021GQ0030457,0,0,999,19,2,40,6,6,6,4,11,1,1
100,410619707002014,100,5,2021GQ0030457,0,0,999,19,2,40,6,6,6,4,11,1,1
100,410619707002014,101,5,2021GQ0030457,0,0,999,19,2,40,6,6,6,4,11,1,1
100,410619707002014,102,4,2021GQ0052846,1,37,3,18,1,40,1,6,1,4,11,1,1
100,410619707002014,103,4,2021GQ0052846,1,37,3,18,1,40,1,6,1,4,11,1,1
100,410619707002014,104,4,2021GQ0052846,1,37,3,18,1,40,1,6,1,4,11,1,1
100,410619707002014,105,4,2021GQ0052846,1,37,3,18,1,40,1,6,1,4,11,1,1
100,410619707002014,106,5,2021GQ0118583,0,0,999,19,1,35,6,6,1,4,9,1,1
100,410619707002014,107,5,2021GQ0118583,0,0,999,19,1,35,6,6,1,4,9,1,1
100,410619707002014,108,5,2021GQ0132107,1,43,4,19,2,6,1,6,6,4,10,1,1
100,410619707002014,109,5,2021GQ0132107,1,43,4,19,2,6,1,6,6,4,10,1,1
100,410619707002014,110,8,2021GQ0141683,0,0,999,18,2,30,6,6,6,4,11,1,1
100,410619707002014,111,8,2021GQ0141683,0,0,999,18,2,30,6,6,6,4,11,1,1
100,410619707002014,112,3,2022GQ0024178,0,0,999,18,2,40,6,6,6,4,10,1,1
100,410619707002014,113,3,2022GQ0024178,0,0,999,18,2,40,6,6,6,4,10,1,1
100,410619707002014,114,4,2022GQ0104463,1,35,3,19,1,25,1,6,1,4,10,1,1
100,410619707002014,115,4,2022GQ0104463,1,35,3,19,1,25,1,6,1,4,10,1,1
100,410619707002014,116,1,2022GQ0162082,1,35,3,18,1,25,1,6,1,4,9,1,1
200,410319603041034,117,2,2019GQ0124785,0,0,999,20,1,-8,3,6,-8,4,9,1,1
200,410319603041034,118,2,2019GQ0133930,0,0,999,18,2,-8,6,6,-8,4,11,1,1
200,410319603041034,119,1,2020GQ0041570,0,0,999,16,2,-8,6,6,-8,-8,9,1,1
200,410319603041034,120,1,2020GQ0183901,0,0,999,16,1,18,6,6,5,-8,10,1,1
200,410319603041034,121,2,2021GQ0041897,0,0,999,18,1,14,6,6,6,4,9,1,1
200,410319603041034,122,2,2021GQ0042942,1,27,1,20,2,40,1,6,6,4,9,1,1
200,410319603041034,123,2,2021GQ0042942,1,27,1,20,2,40,1,6,6,4,9,1,1
200,410319603041034,124,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,125,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,126,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,127,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,128,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,129,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,130,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,131,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,132,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,133,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,134,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410319603041034,135,4,2022GQ0059844,1,35,3,18,1,25,1,6,1,4,9,1,1
200,410699601002182,136,2,2021GQ0041897,0,0,999,18,1,14,6,6,6,4,9,1,1
200,410699601002182,137,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002182,138,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002182,139,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002182,140,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002182,141,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002194,142,2,2019GQ0133930,0,0,999,18,2,-8,6,6,-8,4,11,1,1
200,410699601002194,143,2,2020GQ0025120,0,0,999,18,1,39,6,6,3,4,10,1,1
200,410699601002194,144,36,2021GQ0093437,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002194,145,34,2021GQ0159070,1,47,5,22,1,40,1,6,1,4,11,1,1
200,410699601002194,146,7,2022GQ0109970,0,0,999,18,1,9,6,6,5,4,10,1,1
300,410359720003032,147,11,2018GQ0010957,0,0,999,19,2,-8,6,6,-8,4,11,1,1
300,410359720003032,148,11,2018GQ0010957,0,0,999,19,2,-8,6,6,-8,4,11,1,1
300,410359720003032,149,11,2018GQ0010957,0,0,999,19,2,-8,6,6,-8,4,11,1,1
300,410359720003032,150,11,2018GQ0010957,0,0,999,19,2,-8,6,6,-8,4,11,1,1
300,410359720003032,151,11,2018GQ0010957,0,0,999,19,2,-8,6,6,-8,4,11,1,1
300,410359720003032,152,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,153,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,154,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,155,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,156,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,157,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,158,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,159,14,2018GQ0034166,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,160,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,161,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,162,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,163,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,164,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,165,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,166,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,167,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,168,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,169,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,170,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,171,13,2018GQ0042835,0,0,999,18,1,-8,6,6,-8,4,10,1,1
300,410359720003032,172,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,173,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,174,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,175,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,176,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,177,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,178,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,179,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,180,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,181,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,182,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,183,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,184,15,2018GQ0101393,0,0,999,18,1,20,6,6,6,4,9,1,1
300,410359720003032,185,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,186,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,187,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,188,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,189,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,190,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,191,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,192,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,193,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,194,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,195,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,196,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,197,14,2018GQ0102933,0,0,999,19,1,-8,6,6,-8,4,10,1,1
300,410359720003032,198,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,199,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,200,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,201,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,202,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,203,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,204,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,205,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,206,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,207,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,208,13,2018GQ0103221,1,39,1,19,2,10,1,6,3,4,10,1,1
300,410359720003032,209,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,210,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,211,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,212,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,213,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,214,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,215,12,2018GQ0105037,1,11,1,20,2,10,1,6,1,4,12,1,1
300,410359720003032,216,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,217,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,218,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,219,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,220,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,221,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,222,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,223,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,224,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,225,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,226,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,227,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,228,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,229,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,230,15,2018GQ0119155,1,19,1,24,1,20,1,6,4,4,12,1,1
300,410359720003032,231,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,232,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,233,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,234,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,235,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,236,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,237,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,238,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,239,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,240,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,241,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,242,12,2018GQ0119812,1,53,6,18,1,6,1,6,6,4,10,1,1
300,410359720003032,243,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,244,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,245,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,246,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,247,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,248,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,249,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,250,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,251,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,252,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,253,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,254,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,255,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,256,13,2019GQ0000327,0,0,999,18,2,-8,6,6,-8,4,10,1,1
300,410359720003032,257,1,2019GQ0011082,0,0,999,20,1,-8,3,6,-8,4,9,1,1
300,410359720003032,258,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,259,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,260,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,261,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,262,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,263,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,264,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,265,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,266,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,267,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,268,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,269,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,270,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,271,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,272,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,273,12,2019GQ0033421,1,15,1,18,2,12,1,6,5,4,11,1,1
300,410359720003032,274,2,2019GQ0039874,0,0,999,19,1,-8,6,6,-8,4,11,1,1
300,410359720003032,275,2,2019GQ0039874,0,0,999,19,1,-8,6,6,-8,4,11,1,1
300,410359720003032,276,2,2019GQ0039874,0,0,999,19,1,-8,6,6,-8,4,11,1,1
300,410359720003032,277,2,2019GQ0039874,0,0,999,19,1,-8,6,6,-8,4,11,1,1
300,410359720003032,278,2,2019GQ0060289,1,49,5,21,2,20,1,6,1,4,11,1,1
300,410359720003032,279,3,2019GQ0098817,1,43,4,20,2,8,1,6,1,4,11,1,1
300,410359720003032,280,3,2019GQ0098817,1,43,4,20,2,8,1,6,1,4,11,1,1
300,410359720003032,281,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,282,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,283,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,284,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,285,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,286,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,287,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,288,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,289,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
300,410359720003032,290,11,2019GQ0118219,0,0,999,20,2,-8,6,6,-8,4,11,1,1
