PUMA,BLOCK,household_id,gqwgtp,SERIALNO,employed,soc,OCCP,AGEP,SEX,WKHP,ESR,SCHG,WKW,MIL,SCHL,per_num,GQFLAG
500,410079503001004,39,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,40,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,41,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,42,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,43,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,44,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,45,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,46,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,47,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503001004,48,1,2021GQ0037508,1,53,6,18,1,50,4,-8,1,1,9,1,1
500,410079503001004,49,1,2021GQ0104650,1,53,6,21,1,40,4,-8,5,1,9,1,1
500,410079503001004,50,1,2021GQ0145035,1,53,6,20,2,70,4,-8,1,1,9,1,1
500,410079503001004,51,1,2021GQ0145035,1,53,6,20,2,70,4,-8,1,1,9,1,1
500,410079503001004,52,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503001004,53,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503001004,54,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503001004,55,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503001004,56,9,2022GQ0071606,1,55,6,23,1,88,4,-8,1,1,10,1,1
500,410079503001004,57,10,2022GQ0110162,1,53,6,21,1,65,4,-8,1,1,10,1,1
500,410079503001004,58,1,2022GQ0145709,1,13,1,19,1,40,4,-8,1,1,9,1,1
500,410079503003008,59,3,2018GQ0088114,1,51,6,21,1,60,4,-8,1,1,9,1,1
500,410079503003008,60,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410079503003008,61,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410079503003008,62,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410079503003008,63,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410079503003008,64,14,2019GQ0098569,1,55,6,19,1,40,4,-8,1,1,10,1,1
500,410079503003008,65,14,2019GQ0098569,1,55,6,19,1,40,4,-8,1,1,10,1,1
500,410079503003008,66,18,2019GQ0112010,1,55,6,20,2,40,4,-8,1,1,10,1,1
500,410079503003008,67,9,2020GQ0018287,1,55,6,25,1,55,4,-8,1,1,9,1,1
500,410079503003008,68,9,2020GQ0018287,1,55,6,25,1,55,4,-8,1,1,9,1,1
500,410079503003008,69,9,2020GQ0018287,1,55,6,25,1,55,4,-8,1,1,9,1,1
500,410079503003008,70,9,2020GQ0018287,1,55,6,25,1,55,4,-8,1,1,9,1,1
500,410079503003008,71,10,2020GQ0024344,1,55,6,19,1,40,4,-8,1,1,9,1,1
500,410079503003008,72,3,2020GQ0087839,1,35,3,19,1,85,4,-8,1,1,11,1,1
500,410079503003008,73,3,2020GQ0087839,1,35,3,19,1,85,4,-8,1,1,11,1,1
500,410079503003008,74,1,2020GQ0142845,1,49,5,36,1,60,4,-8,1,1,11,1,1
500,410079503003008,75,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503003008,76,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503003008,77,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503003008,78,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410079503003008,79,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503003008,80,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503003008,81,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503003008,82,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410079503003008,83,9,2022GQ0071606,1,55,6,23,1,88,4,-8,1,1,10,1,1
500,410079503003008,84,10,2022GQ0110162,1,53,6,21,1,65,4,-8,1,1,10,1,1
500,410079503003008,85,10,2022GQ0110162,1,53,6,21,1,65,4,-8,1,1,10,1,1
500,410419511001023,86,2,2018GQ0130665,1,49,5,21,1,50,4,-8,1,1,9,1,1
500,410419511001023,87,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410419511001023,88,14,2019GQ0098569,1,55,6,19,1,40,4,-8,1,1,10,1,1
500,410419511001023,89,18,2019GQ0112010,1,55,6,20,2,40,4,-8,1,1,10,1,1
500,410419511001023,90,1,2019GQ0130614,1,55,6,29,1,60,4,-8,1,1,10,1,1
500,410419511001023,91,3,2020GQ0087839,1,35,3,19,1,85,4,-8,1,1,11,1,1
500,410419511001023,92,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410419511001023,93,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410419511001023,94,1,2021GQ0120914,1,53,6,22,1,79,4,-8,1,1,9,1,1
500,410419511001023,95,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410419511001023,96,9,2022GQ0071606,1,55,6,23,1,88,4,-8,1,1,10,1,1
500,410579602002037,97,30,2018GQ0148952,1,15,1,22,1,45,4,-8,1,1,9,1,1
500,410579602002037,98,14,2019GQ0098569,1,55,6,19,1,40,4,-8,1,1,10,1,1
500,410579602002037,99,18,2019GQ0112010,1,55,6,20,2,40,4,-8,1,1,10,1,1
500,410579602002037,100,10,2020GQ0024344,1,55,6,19,1,40,4,-8,1,1,9,1,1
500,410579602002037,101,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410579602002037,102,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410579602002037,103,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410579602002037,104,39,2021GQ0007002,1,53,6,22,1,79,4,-8,1,1,12,1,1
500,410579602002037,105,1,2021GQ0129700,1,53,6,18,1,50,4,-8,1,1,9,1,1
500,410579602002037,106,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410579602002037,107,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410579602002037,108,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410579602002037,109,12,2022GQ0047479,1,55,6,19,2,81,4,-8,1,1,9,1,1
500,410579602002037,110,9,2022GQ0071606,1,55,6,23,1,88,4,-8,1,1,10,1,1
500,410579602002037,111,10,2022GQ0110162,1,53,6,21,1,65,4,-8,1,1,10,1,1
800,410110005021017,112,4,2018GQ0149823,1,55,6,23,1,40,4,-8,1,1,9,1,1
800,410110005021017,113,4,2018GQ0149823,1,55,6,23,1,40,4,-8,1,1,9,1,1
800,410110005021017,114,4,2018GQ0149823,1,55,6,23,1,40,4,-8,1,1,9,1,1
800,410110005021017,115,5,2019GQ0079810,1,55,6,19,1,40,4,-8,1,1,9,1,1
800,410110005021017,116,1,2020GQ0174641,1,55,6,22,1,25,4,-8,1,1,9,1,1
800,410110005021017,117,3,2020GQ0175365,1,19,1,19,2,40,4,-8,6,1,9,1,1
800,410110005021017,118,2,2021GQ0082075,1,53,6,27,1,63,4,-8,1,1,11,1,1
800,410110005021017,119,4,2022GQ0123236,1,29,2,18,1,45,4,-8,1,1,9,1,1
800,410110005021091,120,5,2018GQ0070451,1,55,6,18,1,99,4,-8,6,1,9,1,1
800,410110005021091,121,4,2018GQ0149823,1,55,6,23,1,40,4,-8,1,1,9,1,1
800,410110005021091,122,4,2022GQ0123236,1,29,2,18,1,45,4,-8,1,1,9,1,1
800,410159504021006,123,4,2018GQ0149823,1,55,6,23,1,40,4,-8,1,1,9,1,1
800,410159504021006,124,5,2019GQ0079810,1,55,6,19,1,40,4,-8,1,1,9,1,1
800,410159504021006,125,1,2019GQ0092193,1,49,5,31,1,40,4,-8,1,1,12,1,1
800,410159504021006,126,2,2020GQ0048697,1,55,6,25,1,50,4,-8,1,1,9,1,1
1000,410190200004024,127,1,2018GQ0143654,1,15,1,22,1,40,4,-8,1,1,11,1,1
1000,410190200004024,128,1,2019GQ0007760,1,55,6,22,1,40,4,-8,1,1,12,1,1
1000,410190200004024,129,1,2019GQ0007760,1,55,6,22,1,40,4,-8,1,1,12,1,1
1000,410190200004024,130,2,2020GQ0029212,1,55,6,20,1,40,4,-8,1,1,9,1,1
1000,410190200004024,131,2,2020GQ0029212,1,55,6,20,1,40,4,-8,1,1,9,1,1
1000,410190200004024,132,2,2020GQ0029212,1,55,6,20,1,40,4,-8,1,1,9,1,1
1000,410190200004024,133,2,2020GQ0029212,1,55,6,20,1,40,4,-8,1,1,9,1,1
1000,410190200004024,134,2,2020GQ0029212,1,55,6,20,1,40,4,-8,1,1,9,1,1
1000,410190200004024,135,2,2020GQ0146355,1,55,6,22,1,60,4,-8,1,1,10,1,1
1000,410190200004024,136,2,2020GQ0146355,1,55,6,22,1,60,4,-8,1,1,10,1,1
1000,410190200004024,137,2,2020GQ0146355,1,55,6,22,1,60,4,-8,1,1,10,1,1
1000,410190200004024,138,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,139,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,140,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,141,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,142,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,143,3,2021GQ0076892,1,53,6,18,1,50,4,-8,1,1,9,1,1
1000,410190200004024,144,1,2022GQ0141520,1,53,6,30,1,45,4,-8,1,1,12,1,1
1000,410190200004024,145,1,2022GQ0141520,1,53,6,30,1,45,4,-8,1,1,12,1,1
