"BLOCK","BG","TRACT","PUMA","REGION"
530110409074002,"530110409074","53011040907",11102,4
530110408081030,"530110408081","53011040808",11102,4
530110408062009,"530110408062","53011040806",11102,4
530110409042011,"530110409042","53011040904",11102,4
530110410081006,"530110410081","53011041008",11102,4
530110411054004,"530110411054","53011041105",11102,4
530110411071003,"530110411071","53011041107",11102,4
530110408112014,"530110408112","53011040811",11102,4
530110411041003,"530110411041","53011041104",11102,4
530110411102009,"530110411102","53011041110",11102,4
530110411054018,"530110411054","53011041105",11102,4
530110409101004,"530110409101","53011040910",11102,4
530110409101034,"530110409101","53011040910",11102,4
530110410101008,"530110410101","53011041010",11102,4
530110409101011,"530110409101","53011040910",11102,4
530110408102021,"530110408102","53011040810",11102,4
530110408092000,"530110408092","53011040809",11102,4
530110411041006,"530110411041","53011041104",11102,4
530110404122024,"530110404122","53011040412",11102,4
530110411111003,"530110411111","53011041111",11102,4
530110410091003,"530110410091","53011041009",11102,4
530110410071008,"530110410071","53011041007",11102,4
530110404112006,"530110404112","53011040411",11102,4
530110411071002,"530110411071","53011041107",11102,4
530110409042007,"530110409042","53011040904",11102,4
530110411054009,"530110411054","53011041105",11102,4
530110411144004,"530110411144","53011041114",11102,4
530110411054015,"530110411054","53011041105",11102,4
530399502001059,"530399502001","53039950200",11000,5
530419704004006,"530419704004","53041970400",11000,5
530419716001023,"530419716001","53041971600",11000,5
530419714002066,"530419714002","53041971400",11000,5
530419713002041,"530419713002","53041971300",11000,5
530419718001076,"530419718001","53041971800",11000,5
530419714002088,"530419714002","53041971400",11000,5
530419716001071,"530419716001","53041971600",11000,5
530419716001086,"530419716001","53041971600",11000,5
530419711001010,"530419711001","53041971100",11000,5
530419711002008,"530419711002","53041971100",11000,5
530399501011037,"530399501011","53039950101",11000,5
530399502002019,"530399502002","53039950200",11000,5
530399501034025,"530399501034","53039950103",11000,5
530399502001044,"530399502001","53039950200",11000,5
530419720004020,"530419720004","53041972000",11000,5
530399501012094,"530399501012","53039950101",11000,5
530399501021020,"530399501021","53039950102",11000,5
530399501012012,"530399501012","53039950101",11000,5
530399501011079,"530399501011","53039950101",11000,5
530399503011005,"530399503011","53039950301",11000,5
530399502004068,"530399502004","53039950200",11000,5
530399502002173,"530399502002","53039950200",11000,5
530399502001019,"530399502001","53039950200",11000,5
530399501012087,"530399501012","53039950101",11000,5
530399501011160,"530399501011","53039950101",11000,5
530419713002058,"530419713002","53041971300",11000,5
530419713003076,"530419713003","53041971300",11000,5
530419719002012,"530419719002","53041971900",11000,5
530419718001107,"530419718001","53041971800",11000,5
530419718001027,"530419718001","53041971800",11000,5
530399501011118,"530399501011","53039950101",11000,5
530399503022020,"530399503022","53039950302",11000,5
530399501011156,"530399501011","53039950101",11000,5
530399501012060,"530399501012","53039950101",11000,5
530419720003084,"530419720003","53041972000",11000,5
530419708004012,"530419708004","53041970800",11000,5
530419708003000,"530419708003","53041970800",11000,5
530419715012038,"530419715012","53041971501",11000,5
530419718001039,"530419718001","53041971800",11000,5
530419703002022,"530419703002","53041970300",11000,5
530419715012014,"530419715012","53041971501",11000,5
530419718001011,"530419718001","53041971800",11000,5
530419703004003,"530419703004","53041970300",11000,5
530419706002015,"530419706002","53041970600",11000,5
530419709001020,"530419709001","53041970900",11000,5
530419717002028,"530419717002","53041971700",11000,5
530419711001093,"530419711001","53041971100",11000,5
530419708004040,"530419708004","53041970800",11000,5
530419708004028,"530419708004","53041970800",11000,5
530419707001016,"530419707001","53041970700",11000,5
530419708001019,"530419708001","53041970800",11000,5
530419704001049,"530419704001","53041970400",11000,5
530419715022085,"530419715022","53041971502",11000,5
530419711003035,"530419711003","53041971100",11000,5
530419716001001,"530419716001","53041971600",11000,5
530419716001063,"530419716001","53041971600",11000,5
530419707002017,"530419707002","53041970700",11000,5
530419713003065,"530419713003","53041971300",11000,5
530419713003064,"530419713003","53041971300",11000,5
530599501001404,"530599501001","53059950100",11000,5
530599505001042,"530599505001","53059950500",11000,5
530599504001052,"530599504001","53059950400",11000,5
530599501001301,"530599501001","53059950100",11000,5
530599501001108,"530599501001","53059950100",11000,5
530599501001740,"530599501001","53059950100",11000,5
530599503001040,"530599503001","53059950300",11000,5
530599501001568,"530599501001","53059950100",11000,5
530599501001362,"530599501001","53059950100",11000,5
530599501001659,"530599501001","53059950100",11000,5
530419701002060,"530419701002","53041970100",11000,5
530419702002007,"530419702002","53041970200",11000,5
530419714002009,"530419714002","53041971400",11000,5
530419707002002,"530419707002","53041970700",11000,5
530419715012029,"530419715012","53041971501",11000,5
530419707002015,"530419707002","53041970700",11000,5
530599501001105,"530599501001","53059950100",11000,5
530599501001116,"530599501001","53059950100",11000,5
530599501001330,"530599501001","53059950100",11000,5
530599501001212,"530599501001","53059950100",11000,5
530599501001220,"530599501001","53059950100",11000,5
530599501001595,"530599501001","53059950100",11000,5
530599501001334,"530599501001","53059950100",11000,5
530599502003153,"530599502003","53059950200",11000,5
530599501001026,"530599501001","53059950100",11000,5
530419708002002,"530419708002","53041970800",11000,5
530419720002036,"530419720002","53041972000",11000,5
530419715021079,"530419715021","53041971502",11000,5
530419701001040,"530419701001","53041970100",11000,5
530419702003033,"530419702003","53041970200",11000,5
530419713001022,"530419713001","53041971300",11000,5
530599505001003,"530599505001","53059950500",11000,5
530599501001548,"530599501001","53059950100",11000,5
530599501001605,"530599501001","53059950100",11000,5
530599501001593,"530599501001","53059950100",11000,5
530419715022050,"530419715022","53041971502",11000,5
530599501001273,"530599501001","53059950100",11000,5
530399502002089,"530399502002","53039950200",11000,5
530419714002082,"530419714002","53041971400",11000,5
530419704001000,"530419704001","53041970400",11000,5
530419719003010,"530419719003","53041971900",11000,5
530419717001063,"530419717001","53041971700",11000,5
530419718001029,"530419718001","53041971800",11000,5
530419714002092,"530419714002","53041971400",11000,5
530419714002069,"530419714002","53041971400",11000,5
530419715022103,"530419715022","53041971502",11000,5
530419718002043,"530419718002","53041971800",11000,5
530399502002041,"530399502002","53039950200",11000,5
530399501011047,"530399501011","53039950101",11000,5
530419701002121,"530419701002","53041970100",11000,5
530399501011113,"530399501011","53039950101",11000,5
530399501022062,"530399501022","53039950102",11000,5
530399501022090,"530399501022","53039950102",11000,5
530399503011041,"530399503011","53039950301",11000,5
530399502001018,"530399502001","53039950200",11000,5
530399502002079,"530399502002","53039950200",11000,5
530399502003014,"530399502003","53039950200",11000,5
530399502001030,"530399502001","53039950200",11000,5
530399503024018,"530399503024","53039950302",11000,5
530399503011017,"530399503011","53039950301",11000,5
530419711002022,"530419711002","53041971100",11000,5
530419708003013,"530419708003","53041970800",11000,5
530419708003006,"530419708003","53041970800",11000,5
530419717001057,"530419717001","53041971700",11000,5
530419709002024,"530419709002","53041970900",11000,5
530419713002053,"530419713002","53041971300",11000,5
530419707002026,"530419707002","53041970700",11000,5
530399503024056,"530399503024","53039950302",11000,5
530399501031077,"530399501031","53039950103",11000,5
530399503021004,"530399503021","53039950302",11000,5
530419710001050,"530419710001","53041971000",11000,5
530419711002020,"530419711002","53041971100",11000,5
530419706002004,"530419706002","53041970600",11000,5
530419704003002,"530419704003","53041970400",11000,5
530419711001079,"530419711001","53041971100",11000,5
530419701001039,"530419701001","53041970100",11000,5
530419703001015,"530419703001","53041970300",11000,5
530419710001048,"530419710001","53041971000",11000,5
530419719001028,"530419719001","53041971900",11000,5
530419715022066,"530419715022","53041971502",11000,5
530419715022062,"530419715022","53041971502",11000,5
530419720002058,"530419720002","53041972000",11000,5
530419718004022,"530419718004","53041971800",11000,5
530419714001018,"530419714001","53041971400",11000,5
530419702003034,"530419702003","53041970200",11000,5
530419718002062,"530419718002","53041971800",11000,5
530419717001082,"530419717001","53041971700",11000,5
530419707004034,"530419707004","53041970700",11000,5
530419720003050,"530419720003","53041972000",11000,5
530419705001003,"530419705001","53041970500",11000,5
530419708001014,"530419708001","53041970800",11000,5
530599502003026,"530599502003","53059950200",11000,5
530599505001028,"530599505001","53059950500",11000,5
530599504001053,"530599504001","53059950400",11000,5
530599502002029,"530599502002","53059950200",11000,5
530599503002048,"530599503002","53059950300",11000,5
530599504002040,"530599504002","53059950400",11000,5
530599501001811,"530599501001","53059950100",11000,5
530599501001522,"530599501001","53059950100",11000,5
530599501001298,"530599501001","53059950100",11000,5
530419706001005,"530419706001","53041970600",11000,5
530419718004014,"530419718004","53041971800",11000,5
530419708002000,"530419708002","53041970800",11000,5
530419718004002,"530419718004","53041971800",11000,5
530419718004021,"530419718004","53041971800",11000,5
530419714001030,"530419714001","53041971400",11000,5
530419707001028,"530419707001","53041970700",11000,5
530419708001011,"530419708001","53041970800",11000,5
530419702001016,"530419702001","53041970200",11000,5
530419714001006,"530419714001","53041971400",11000,5
530419718001093,"530419718001","53041971800",11000,5
530599501001082,"530599501001","53059950100",11000,5
530599502001038,"530599502001","53059950200",11000,5
530599505001044,"530599505001","53059950500",11000,5
530599501001191,"530599501001","53059950100",11000,5
530419719003086,"530419719003","53041971900",11000,5
530419719001029,"530419719001","53041971900",11000,5
530419718004027,"530419718004","53041971800",11000,5
530419718003017,"530419718003","53041971800",11000,5
530419715021022,"530419715021","53041971502",11000,5
530599504002005,"530599504002","53059950400",11000,5
530599502003042,"530599502003","53059950200",11000,5
530599502003165,"530599502003","53059950200",11000,5
530599504002043,"530599504002","53059950400",11000,5
530399503022036,"530399503022","53039950302",11000,5
530110406052004,"530110406052","53011040605",11103,1
530110414002027,"530110414002","53011041400",11103,1
530110414003002,"530110414003","53011041400",11103,1
530110414002022,"530110414002","53011041400",11103,1
530110413353034,"530110413353","53011041335",11103,1
530110415002000,"530110415002","53011041500",11103,1
530110405104031,"530110405104","53011040510",11103,1
530110406043019,"530110406043","53011040604",11103,1
530110414003015,"530110414003","53011041400",11103,1
530110405071006,"530110405071","53011040507",11103,1
530110415002022,"530110415002","53011041500",11103,1
530110406051001,"530110406051","53011040605",11103,1
530110405132015,"530110405132","53011040513",11103,1
530110413351001,"530110413351","53011041335",11103,1
530110406091014,"530110406091","53011040609",11103,1
530110413283008,"530110413283","53011041328",11103,1
530110415001007,"530110415001","53011041500",11103,1
530110413192022,"530110413192","53011041319",11103,1
530110413253019,"530110413253","53011041325",11103,1
530110413292025,"530110413292","53011041329",11103,1
530110413201020,"530110413201","53011041320",11103,1
530110414002012,"530110414002","53011041400",11103,1
530110405091016,"530110405091","53011040509",11103,1
530110405101002,"530110405101","53011040510",11103,1
530110413342000,"530110413342","53011041334",11103,1
530110413261016,"530110413261","53011041326",11103,1
530110413235003,"530110413235","53011041323",11103,1
530110405104033,"530110405104","53011040510",11103,1
530110413351016,"530110413351","53011041335",11103,1
530110406081030,"530110406081","53011040608",11103,1
530110406081002,"530110406081","53011040608",11103,1
530110414001019,"530110414001","53011041400",11103,1
530110405092023,"530110405092","53011040509",11103,1
530110405071024,"530110405071","53011040507",11103,1
530110413341006,"530110413341","53011041334",11103,1
530110406082016,"530110406082","53011040608",11103,1
530110406091002,"530110406091","53011040609",11103,1
530110405101003,"530110405101","53011040510",11103,1
530110413251017,"530110413251","53011041325",11103,1
530110413342003,"530110413342","53011041334",11103,1
530110413261015,"530110413261","53011041326",11103,1
530110405071014,"530110405071","53011040507",11103,1
530110414002021,"530110414002","53011041400",11103,1
530110413201004,"530110413201","53011041320",11103,1
530110413101002,"530110413101","53011041310",11103,1
530110405131032,"530110405131","53011040513",11103,1
530110414003000,"530110414003","53011041400",11103,1
530110406043006,"530110406043","53011040604",11103,1
530110405071017,"530110405071","53011040507",11103,1
530110405091024,"530110405091","53011040509",11103,1
530110406082014,"530110406082","53011040608",11103,1
530110415003044,"530110415003","53011041500",11103,1
530110414003034,"530110414003","53011041400",11103,1
530110413341005,"530110413341","53011041334",11103,1
530110405092011,"530110405092","53011040509",11103,1
530110413171018,"530110413171","53011041317",11101,2
530110417002025,"530110417002","53011041700",11101,2
530110417001008,"530110417001","53011041700",11101,2
530110430001005,"530110430001","53011043000",11101,2
530110423001020,"530110423001","53011042300",11101,2
530110417002028,"530110417002","53011041700",11101,2
530110412063000,"530110412063","53011041206",11101,2
530110429001002,"530110429001","53011042900",11101,2
530110426011010,"530110426011","53011042601",11101,2
530110412031006,"530110412031","53011041203",11101,2
530110417002006,"530110417002","53011041700",11101,2
530110413361002,"530110413361","53011041336",11101,2
530110420002020,"530110420002","53011042000",11101,2
530110410052016,"530110410052","53011041005",11101,2
530110413124003,"530110413124","53011041312",11101,2
530110418003041,"530110418003","53011041800",11101,2
530110412033004,"530110412033","53011041203",11101,2
530110413121009,"530110413121","53011041312",11101,2
530110412052013,"530110412052","53011041205",11101,2
530110420001005,"530110420001","53011042000",11101,2
530110412061011,"530110412061","53011041206",11101,2
530110431003005,"530110431003","53011043100",11101,2
530110426011007,"530110426011","53011042601",11101,2
530110419002028,"530110419002","53011041900",11101,2
530110412063006,"530110412063","53011041206",11101,2
530110424001011,"530110424001","53011042400",11101,2
530110424001020,"530110424001","53011042400",11101,2
530110426022024,"530110426022","53011042602",11101,2
530110428001004,"530110428001","53011042800",11101,2
530110412031012,"530110412031","53011041203",11101,2
530110424001007,"530110424001","53011042400",11101,2
530110424001021,"530110424001","53011042400",11101,2
530110412062018,"530110412062","53011041206",11101,2
530110423001028,"530110423001","53011042300",11101,2
530110418002013,"530110418002","53011041800",11101,2
530110410033015,"530110410033","53011041003",11101,2
530110413121014,"530110413121","53011041312",11101,2
530110421001020,"530110421001","53011042100",11101,2
530110419001023,"530110419001","53011041900",11101,2
530110418001001,"530110418001","53011041800",11101,2
530110418001018,"530110418001","53011041800",11101,2
530110412063019,"530110412063","53011041206",11101,2
530110412053008,"530110412053","53011041205",11101,2
530110413302008,"530110413302","53011041330",11101,2
530110431001001,"530110431001","53011043100",11101,2
530110413171022,"530110413171","53011041317",11101,2
530110421001019,"530110421001","53011042100",11101,2
530110419002035,"530110419002","53011041900",11101,2
530110419002025,"530110419002","53011041900",11101,2
530110419002031,"530110419002","53011041900",11101,2
530110424002011,"530110424002","53011042400",11101,2
530110426021010,"530110426021","53011042602",11101,2
530110431003015,"530110431003","53011043100",11101,2
530110412062012,"530110412062","53011041206",11101,2
530110412081003,"530110412081","53011041208",11101,2
530110417002001,"530110417002","53011041700",11101,2
530110412051011,"530110412051","53011041205",11101,2
530110420002019,"530110420002","53011042000",11101,2
530110412031004,"530110412031","53011041203",11101,2
530110419001020,"530110419001","53011041900",11101,2
530110420002009,"530110420002","53011042000",11101,2
530110423003026,"530110423003","53011042300",11101,2
530110404143021,"530110404143","53011040414",11104,3
530110404151026,"530110404151","53011040415",11104,3
530110407091001,"530110407091","53011040709",11104,3
530110403052017,"530110403052","53011040305",11104,3
530110407091015,"530110407091","53011040709",11104,3
530110407133003,"530110407133","53011040713",11104,3
530110407072007,"530110407072","53011040707",11104,3
530110402021013,"530110402021","53011040202",11104,3
530110401011025,"530110401011","53011040101",11104,3
530110407111008,"530110407111","53011040711",11104,3
530110403051015,"530110403051","53011040305",11104,3
530110404162005,"530110404162","53011040416",11104,3
530110403032016,"530110403032","53011040303",11104,3
530110405051010,"530110405051","53011040505",11104,3
530110402021030,"530110402021","53011040202",11104,3
530110407062023,"530110407062","53011040706",11104,3
530110401012036,"530110401012","53011040101",11104,3
530110405112019,"530110405112","53011040511",11104,3
530110405111007,"530110405111","53011040511",11104,3
530110405111002,"530110405111","53011040511",11104,3
530110409052024,"530110409052","53011040905",11104,3
530110403032026,"530110403032","53011040303",11104,3
530110404131001,"530110404131","53011040413",11104,3
530110404143024,"530110404143","53011040414",11104,3
530110402013012,"530110402013","53011040201",11104,3
530110403011017,"530110403011","53011040301",11104,3
530110407092020,"530110407092","53011040709",11104,3
530110404031007,"530110404031","53011040403",11104,3
530110404032030,"530110404032","53011040403",11104,3
530110401014008,"530110401014","53011040101",11104,3
530110401011037,"530110401011","53011040101",11104,3
530110409052017,"530110409052","53011040905",11104,3
530110403052030,"530110403052","53011040305",11104,3
530110403011008,"530110403011","53011040301",11104,3
530110401014004,"530110401014","53011040101",11104,3
530110401011035,"530110401011","53011040101",11104,3
530110404031035,"530110404031","53011040403",11104,3
530110402013015,"530110402013","53011040201",11104,3
530110409051007,"530110409051","53011040905",11104,3
530110404081007,"530110404081","53011040408",11104,3
530110404031037,"530110404031","53011040403",11104,3
530110401023027,"530110401023","53011040102",11104,3
530110407124002,"530110407124","53011040712",11104,3
530110404162003,"530110404162","53011040416",11104,3
530110402033045,"530110402033","53011040203",11104,3
530110401023003,"530110401023","53011040102",11104,3
530110403041009,"530110403041","53011040304",11104,3
530110406032004,"530110406032","53011040603",11104,3
530110402021040,"530110402021","53011040202",11104,3
530110401023031,"530110401023","53011040102",11104,3
530110404144002,"530110404144","53011040414",11104,3
530110404081000,"530110404081","53011040408",11104,3
530110403032010,"530110403032","53011040303",11104,3
530110403052046,"530110403052","53011040305",11104,3
530110403011032,"530110403011","53011040301",11104,3
530110405042002,"530110405042","53011040504",11104,3
530110405052019,"530110405052","53011040505",11104,3
530110404071018,"530110404071","53011040407",11104,3
530110406032000,"530110406032","53011040603",11104,3
530110402033007,"530110402033","53011040203",11104,3
530110404162012,"530110404162","53011040416",11104,3
530110402014000,"530110402014","53011040201",11104,3
530110407093003,"530110407093","53011040709",11104,3
530110401023018,"530110401023","53011040102",11104,3
530110406034015,"530110406034","53011040603",11104,3
530110404071012,"530110404071","53011040407",11104,3
530110402022021,"530110402022","53011040202",11104,3
530110404032017,"530110404032","53011040403",11104,3
530110401021009,"530110401021","53011040102",11104,3
530110405041044,"530110405041","53011040504",11104,3
530110403041002,"530110403041","53011040304",11104,3
530110407071005,"530110407071","53011040707",11104,3
530110409101003,"530110409101","53011040910",11102,4
530110409091015,"530110409091","53011040909",11102,4
530110411101004,"530110411101","53011041110",11102,4
530110410071004,"530110410071","53011041007",11102,4
530110408063003,"530110408063","53011040806",11102,4
530110404092006,"530110404092","53011040409",11102,4
530110411072008,"530110411072","53011041107",11102,4
530110411054006,"530110411054","53011041105",11102,4
530110408111009,"530110408111","53011040811",11102,4
530110408094013,"530110408094","53011040809",11102,4
530110410072014,"530110410072","53011041007",11102,4
530110410093009,"530110410093","53011041009",11102,4
530110411144001,"530110411144","53011041114",11102,4
530110404122016,"530110404122","53011040412",11102,4
530110408102004,"530110408102","53011040810",11102,4
