household_id,PUMA,BLOCK,GQWGTP,SERIALNO,HTYPE,NWESR,HHINCADJ,hhchild,NP,HINCP,TEN,BLD,ADJINC,VEH,HHT,TYPE,NPF,HUPAC,GQFLAG,GQTYPE
29,100,410019504001007,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
30,100,410019504001007,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
31,100,410019504001007,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
32,100,410019504001008,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
33,100,410019504001008,12,2019GQ0145795,999,0,999,999,1,,,,1159866,,,3,,,1,4
34,100,410019504001008,6,2020GQ0072985,999,0,999,999,1,,,,1140108,,,3,,,1,4
35,100,410019504001008,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
36,100,410019504001008,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
37,100,410019504001008,6,2021GQ0153174,999,0,999,999,1,,,,1113261,,,3,,,1,4
38,100,410019504001010,27,2018GQ0014198,999,0,999,999,1,,,,1184371,,,3,,,1,4
39,100,410019504001010,9,2018GQ0023894,999,0,999,999,1,,,,1184371,,,3,,,1,4
40,100,410019504001010,11,2018GQ0058486,999,0,999,999,1,,,,1184371,,,3,,,1,4
41,100,410019504001010,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
42,100,410019504001010,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
43,100,410019504001010,6,2019GQ0130106,999,0,999,999,1,,,,1159866,,,3,,,1,4
44,100,410019504001010,6,2019GQ0130106,999,0,999,999,1,,,,1159866,,,3,,,1,4
45,100,410019504001010,4,2020GQ0126116,999,0,999,999,1,,,,1140108,,,3,,,1,4
46,100,410019504001010,14,2020GQ0179134,999,0,999,999,1,,,,1140108,,,3,,,1,4
47,100,410019504001010,4,2021GQ0064869,999,0,999,999,1,,,,1113261,,,3,,,1,4
48,100,410019504001010,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
49,100,410019504001010,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
50,100,410019504001010,3,2022GQ0068641,999,0,999,999,1,,,,1042311,,,3,,,1,4
51,100,410019504001010,6,2022GQ0099225,999,0,999,999,1,,,,1042311,,,3,,,1,4
52,100,410019504001010,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
53,100,410019504001010,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
54,100,410019504003010,6,2020GQ0034018,999,1,999,999,1,,,,1140108,,,3,,,1,4
55,100,410019504003010,5,2021GQ0049870,999,0,999,999,1,,,,1113261,,,3,,,1,4
56,100,410019504003010,16,2021GQ0052321,999,0,999,999,1,,,,1113261,,,3,,,1,4
57,100,410019505001106,2,2020GQ0134823,999,0,999,999,1,,,,1140108,,,3,,,1,4
58,100,410019505001106,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
59,100,410019505001106,15,2022GQ0134004,999,1,999,999,1,,,,1042311,,,3,,,1,4
60,100,410019505002000,27,2018GQ0014198,999,0,999,999,1,,,,1184371,,,3,,,1,4
61,100,410019505002000,6,2018GQ0030734,999,0,999,999,1,,,,1184371,,,3,,,1,4
62,100,410019505002000,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
63,100,410019505002000,6,2018GQ0095312,999,0,999,999,1,,,,1184371,,,3,,,1,4
64,100,410019505002000,4,2018GQ0096892,999,0,999,999,1,,,,1184371,,,3,,,1,4
65,100,410019505002000,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
66,100,410019505002000,6,2020GQ0034018,999,1,999,999,1,,,,1140108,,,3,,,1,4
67,100,410019505002000,14,2020GQ0125809,999,0,999,999,1,,,,1140108,,,3,,,1,4
68,100,410019505002000,14,2020GQ0125809,999,0,999,999,1,,,,1140108,,,3,,,1,4
69,100,410019505002000,7,2020GQ0128740,999,0,999,999,1,,,,1140108,,,3,,,1,4
70,100,410019505002000,9,2020GQ0141920,999,0,999,999,1,,,,1140108,,,3,,,1,4
71,100,410019505002000,14,2020GQ0179134,999,0,999,999,1,,,,1140108,,,3,,,1,4
72,100,410019505002000,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
73,100,410019505002000,4,2021GQ0074410,999,1,999,999,1,,,,1113261,,,3,,,1,4
74,100,410019505002000,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
75,100,410019505002000,15,2022GQ0134004,999,1,999,999,1,,,,1042311,,,3,,,1,4
76,100,410019505002000,15,2022GQ0134004,999,1,999,999,1,,,,1042311,,,3,,,1,4
77,100,410019505002000,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
78,100,410019505002000,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
79,100,410019505002000,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
80,100,410599400002009,27,2018GQ0014198,999,0,999,999,1,,,,1184371,,,3,,,1,4
81,100,410599400002009,9,2018GQ0023894,999,0,999,999,1,,,,1184371,,,3,,,1,4
82,100,410599400002009,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
83,100,410599400002009,7,2019GQ0072215,999,0,999,999,1,,,,1159866,,,3,,,1,4
84,100,410599400002009,6,2019GQ0130106,999,0,999,999,1,,,,1159866,,,3,,,1,4
85,100,410599400002009,5,2020GQ0058749,999,0,999,999,1,,,,1140108,,,3,,,1,4
86,100,410599400002009,6,2020GQ0072985,999,0,999,999,1,,,,1140108,,,3,,,1,4
87,100,410599400002009,7,2020GQ0128740,999,0,999,999,1,,,,1140108,,,3,,,1,4
88,100,410599400002009,14,2020GQ0179134,999,0,999,999,1,,,,1140108,,,3,,,1,4
89,100,410599400002009,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
90,100,410599400002009,10,2021GQ0063928,999,0,999,999,1,,,,1113261,,,3,,,1,4
91,100,410599400002009,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
92,100,410599400002009,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
93,100,410599400002009,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
94,100,410599400002009,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
95,100,410599400002009,4,2022GQ0019323,999,1,999,999,1,,,,1042311,,,3,,,1,4
96,100,410599400002009,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
97,100,410599400002009,10,2022GQ0112241,999,0,999,999,1,,,,1042311,,,3,,,1,4
98,100,410599400002009,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
99,100,410599400002009,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
100,100,410599400002009,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
101,100,410599400002009,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
102,100,410599400002009,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
103,100,410599400002009,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
104,100,410599400002009,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
105,100,410599400002009,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
106,100,410599502011012,4,2018GQ0096892,999,0,999,999,1,,,,1184371,,,3,,,1,4
107,100,410599502011012,7,2019GQ0072215,999,0,999,999,1,,,,1159866,,,3,,,1,4
108,100,410599502011012,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
109,100,410599502011012,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
110,100,410599502011012,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
111,100,410599502011012,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
112,100,410599502011012,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
113,100,410599502013023,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
114,100,410599502013023,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
115,100,410599502013023,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
116,100,410599502013023,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
117,100,410599502013023,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
118,100,410599502013023,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
119,100,410599502013023,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
120,100,410599502013023,10,2022GQ0155883,999,0,999,999,1,,,,1042311,,,3,,,1,4
121,100,410599502013026,27,2018GQ0014198,999,0,999,999,1,,,,1184371,,,3,,,1,4
122,100,410599502013026,6,2018GQ0030734,999,0,999,999,1,,,,1184371,,,3,,,1,4
123,100,410599502013026,6,2018GQ0030734,999,0,999,999,1,,,,1184371,,,3,,,1,4
124,100,410599502013026,6,2018GQ0031512,999,0,999,999,1,,,,1184371,,,3,,,1,4
125,100,410599502013026,11,2018GQ0058486,999,0,999,999,1,,,,1184371,,,3,,,1,4
126,100,410599502013026,11,2018GQ0058486,999,0,999,999,1,,,,1184371,,,3,,,1,4
127,100,410599502013026,11,2018GQ0058486,999,0,999,999,1,,,,1184371,,,3,,,1,4
128,100,410599502013026,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
129,100,410599502013026,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
130,100,410599502013026,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
131,100,410599502013026,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
132,100,410599502013026,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
133,100,410599502013026,6,2018GQ0095312,999,0,999,999,1,,,,1184371,,,3,,,1,4
134,100,410599502013026,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
135,100,410599502013026,13,2019GQ0055192,999,0,999,999,1,,,,1159866,,,3,,,1,4
136,100,410599502013026,13,2019GQ0055192,999,0,999,999,1,,,,1159866,,,3,,,1,4
137,100,410599502013026,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
138,100,410599502013026,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
139,100,410599502013026,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
140,100,410599502013026,10,2019GQ0093938,999,0,999,999,1,,,,1159866,,,3,,,1,4
141,100,410599502013026,10,2019GQ0093938,999,0,999,999,1,,,,1159866,,,3,,,1,4
142,100,410599502013026,10,2019GQ0093938,999,0,999,999,1,,,,1159866,,,3,,,1,4
143,100,410599502013026,1,2019GQ0098845,999,0,999,999,1,,,,1159866,,,3,,,1,4
144,100,410599502013026,16,2019GQ0123084,999,0,999,999,1,,,,1159866,,,3,,,1,4
145,100,410599502013026,16,2019GQ0123084,999,0,999,999,1,,,,1159866,,,3,,,1,4
146,100,410599502013026,12,2019GQ0145795,999,0,999,999,1,,,,1159866,,,3,,,1,4
147,100,410599502013026,3,2020GQ0032998,999,1,999,999,1,,,,1140108,,,3,,,1,4
148,100,410599502013026,3,2020GQ0032998,999,1,999,999,1,,,,1140108,,,3,,,1,4
149,100,410599502013026,5,2020GQ0058749,999,0,999,999,1,,,,1140108,,,3,,,1,4
150,100,410599502013026,6,2020GQ0072985,999,0,999,999,1,,,,1140108,,,3,,,1,4
151,100,410599502013026,14,2020GQ0125809,999,0,999,999,1,,,,1140108,,,3,,,1,4
152,100,410599502013026,7,2020GQ0128740,999,0,999,999,1,,,,1140108,,,3,,,1,4
153,100,410599502013026,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
154,100,410599502013026,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
155,100,410599502013026,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
156,100,410599502013026,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
157,100,410599502013026,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
158,100,410599502013026,11,2021GQ0060211,999,0,999,999,1,,,,1113261,,,3,,,1,4
159,100,410599502013026,11,2021GQ0060211,999,0,999,999,1,,,,1113261,,,3,,,1,4
160,100,410599502013026,4,2021GQ0064442,999,0,999,999,1,,,,1113261,,,3,,,1,4
161,100,410599502013026,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
162,100,410599502013026,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
163,100,410599502013026,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
164,100,410599502013026,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
165,100,410599502013026,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
166,100,410599502013026,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
167,100,410599502013026,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
168,100,410599502013026,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
169,100,410599502013026,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
170,100,410599502013026,10,2022GQ0112241,999,0,999,999,1,,,,1042311,,,3,,,1,4
171,100,410599502013026,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
172,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
173,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
174,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
175,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
176,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
177,100,410599502013026,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
178,100,410599502013026,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
179,100,410599502013026,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
180,100,410599502013026,2,2022GQ0174690,999,0,999,999,1,,,,1042311,,,3,,,1,4
181,100,410599502021010,22,2018GQ0030157,999,0,999,999,1,,,,1184371,,,3,,,1,4
182,100,410599502021010,13,2019GQ0055192,999,0,999,999,1,,,,1159866,,,3,,,1,4
183,100,410599502021010,8,2020GQ0097186,999,0,999,999,1,,,,1140108,,,3,,,1,4
184,100,410599502021010,8,2020GQ0097186,999,0,999,999,1,,,,1140108,,,3,,,1,4
185,100,410599502021010,16,2021GQ0052321,999,0,999,999,1,,,,1113261,,,3,,,1,4
186,100,410599502021010,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
187,100,410599502021010,4,2022GQ0019323,999,1,999,999,1,,,,1042311,,,3,,,1,4
188,100,410599502021010,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
189,100,410599502021010,35,2022GQ0136229,999,0,999,999,1,,,,1042311,,,3,,,1,4
190,100,410599502021010,9,2022GQ0153802,999,1,999,999,1,,,,1042311,,,3,,,1,4
191,100,410599502021014,11,2018GQ0058486,999,0,999,999,1,,,,1184371,,,3,,,1,4
192,100,410599502021014,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
193,100,410599502021014,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
194,100,410599502021014,6,2019GQ0130106,999,0,999,999,1,,,,1159866,,,3,,,1,4
195,100,410599502021014,12,2019GQ0145795,999,0,999,999,1,,,,1159866,,,3,,,1,4
196,100,410599502021014,4,2020GQ0126116,999,0,999,999,1,,,,1140108,,,3,,,1,4
197,100,410599502021014,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
198,100,410599502023000,2,2019GQ0075726,999,0,999,999,1,,,,1159866,,,3,,,1,4
199,100,410599502023000,15,2022GQ0134004,999,1,999,999,1,,,,1042311,,,3,,,1,4
200,100,410599502023000,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
201,100,410599502023009,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
202,100,410599502023009,13,2019GQ0055192,999,0,999,999,1,,,,1159866,,,3,,,1,4
203,100,410599502023009,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
204,100,410599502023009,3,2021GQ0051500,999,0,999,999,1,,,,1113261,,,3,,,1,4
205,100,410599502023009,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
206,100,410599502023009,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
207,100,410599502023009,8,2022GQ0056723,999,1,999,999,1,,,,1042311,,,3,,,1,4
208,100,410599502023009,2,2022GQ0089637,999,0,999,999,1,,,,1042311,,,3,,,1,4
209,100,410599502023009,38,2022GQ0151322,999,0,999,999,1,,,,1042311,,,3,,,1,4
210,100,410599502024024,15,2018GQ0038576,999,0,999,999,1,,,,1184371,,,3,,,1,4
211,100,410599502024024,10,2019GQ0093938,999,0,999,999,1,,,,1159866,,,3,,,1,4
212,100,410599502024024,3,2019GQ0103485,999,0,999,999,1,,,,1159866,,,3,,,1,4
213,100,410599502024024,30,2021GQ0091304,999,0,999,999,1,,,,1113261,,,3,,,1,4
214,100,410599502024024,16,2022GQ0114360,999,0,999,999,1,,,,1042311,,,3,,,1,4
215,100,410599502024024,2,2022GQ0126285,999,0,999,999,1,,,,1042311,,,3,,,1,4
216,100,410599502024024,9,2022GQ0153802,999,1,999,999,1,,,,1042311,,,3,,,1,4
217,100,410599503002041,9,2018GQ0031321,999,1,999,999,1,,,,1184371,,,3,,,1,4
218,100,410599503002041,15,2018GQ0038576,999,0,999,999,1,,,,1184371,,,3,,,1,4
219,100,410599503002041,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
220,100,410599503002041,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
221,100,410599503002041,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
222,100,410599503002041,2,2019GQ0064155,999,0,999,999,1,,,,1159866,,,3,,,1,4
223,100,410599503002041,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
224,100,410599503002041,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
225,100,410599503002041,2,2019GQ0141300,999,0,999,999,1,,,,1159866,,,3,,,1,4
226,100,410599503002041,14,2020GQ0125809,999,0,999,999,1,,,,1140108,,,3,,,1,4
227,100,410599503002041,7,2020GQ0128740,999,0,999,999,1,,,,1140108,,,3,,,1,4
228,100,410599503002041,14,2020GQ0179134,999,0,999,999,1,,,,1140108,,,3,,,1,4
229,100,410599503002041,16,2021GQ0052321,999,0,999,999,1,,,,1113261,,,3,,,1,4
230,100,410599503002041,11,2021GQ0060211,999,0,999,999,1,,,,1113261,,,3,,,1,4
231,100,410599503002041,4,2021GQ0064869,999,0,999,999,1,,,,1113261,,,3,,,1,4
232,100,410599503002041,37,2022GQ0142743,999,1,999,999,1,,,,1042311,,,3,,,1,4
233,100,410599504002019,27,2018GQ0014198,999,0,999,999,1,,,,1184371,,,3,,,1,4
234,100,410599504002019,22,2018GQ0030157,999,0,999,999,1,,,,1184371,,,3,,,1,4
235,100,410599504002019,22,2018GQ0030157,999,0,999,999,1,,,,1184371,,,3,,,1,4
236,100,410599504002019,15,2018GQ0038576,999,0,999,999,1,,,,1184371,,,3,,,1,4
237,100,410599504002019,15,2018GQ0038576,999,0,999,999,1,,,,1184371,,,3,,,1,4
238,100,410599504002019,15,2018GQ0038576,999,0,999,999,1,,,,1184371,,,3,,,1,4
239,100,410599504002019,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
240,100,410599504002019,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
241,100,410599504002019,45,2018GQ0065390,999,0,999,999,1,,,,1184371,,,3,,,1,4
242,100,410599504002019,10,2018GQ0091812,999,0,999,999,1,,,,1184371,,,3,,,1,4
243,100,410599504002019,10,2018GQ0091812,999,0,999,999,1,,,,1184371,,,3,,,1,4
244,100,410599504002019,6,2018GQ0095312,999,0,999,999,1,,,,1184371,,,3,,,1,4
245,100,410599504002019,6,2018GQ0095312,999,0,999,999,1,,,,1184371,,,3,,,1,4
246,100,410599504002019,4,2018GQ0096892,999,0,999,999,1,,,,1184371,,,3,,,1,4
247,100,410599504002019,4,2018GQ0148857,999,0,999,999,1,,,,1184371,,,3,,,1,4
248,100,410599504002019,10,2019GQ0014189,999,0,999,999,1,,,,1159866,,,3,,,1,4
249,100,410599504002019,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
250,100,410599504002019,22,2019GQ0066843,999,1,999,999,1,,,,1159866,,,3,,,1,4
251,100,410599504002019,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
252,100,410599504002019,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
253,100,410599504002019,17,2019GQ0083953,999,1,999,999,1,,,,1159866,,,3,,,1,4
254,100,410599504002019,10,2019GQ0093938,999,0,999,999,1,,,,1159866,,,3,,,1,4
255,100,410599504002019,16,2019GQ0123084,999,0,999,999,1,,,,1159866,,,3,,,1,4
256,100,410599504002019,6,2019GQ0130106,999,0,999,999,1,,,,1159866,,,3,,,1,4
257,100,410599504002019,5,2020GQ0072074,999,0,999,999,1,,,,1140108,,,3,,,1,4
258,100,410599504002019,6,2020GQ0072985,999,0,999,999,1,,,,1140108,,,3,,,1,4
259,100,410599504002019,6,2020GQ0072985,999,0,999,999,1,,,,1140108,,,3,,,1,4
260,100,410599504002019,5,2020GQ0084258,999,1,999,999,1,,,,1140108,,,3,,,1,4
261,100,410599504002019,14,2020GQ0125809,999,0,999,999,1,,,,1140108,,,3,,,1,4
262,100,410599504002019,4,2020GQ0126116,999,0,999,999,1,,,,1140108,,,3,,,1,4
263,100,410599504002019,7,2020GQ0128740,999,0,999,999,1,,,,1140108,,,3,,,1,4
264,100,410599504002019,2,2020GQ0134823,999,0,999,999,1,,,,1140108,,,3,,,1,4
265,100,410599504002019,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
266,100,410599504002019,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
267,100,410599504002019,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
268,100,410599504002019,34,2020GQ0171559,999,0,999,999,1,,,,1140108,,,3,,,1,4
269,100,410599504002019,7,2020GQ0173310,999,0,999,999,1,,,,1140108,,,3,,,1,4
270,100,410599504002019,14,2020GQ0179134,999,0,999,999,1,,,,1140108,,,3,,,1,4
271,100,410599504002019,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
272,100,410599504002019,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
273,100,410599504002019,19,2021GQ0020612,999,0,999,999,1,,,,1113261,,,3,,,1,4
274,100,410599504002019,3,2021GQ0039001,999,0,999,999,1,,,,1113261,,,3,,,1,4
275,100,410599504002019,5,2021GQ0049870,999,0,999,999,1,,,,1113261,,,3,,,1,4
276,100,410599504002019,11,2021GQ0060211,999,0,999,999,1,,,,1113261,,,3,,,1,4
277,100,410599504002019,4,2021GQ0064442,999,0,999,999,1,,,,1113261,,,3,,,1,4
278,100,410599504002019,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
279,100,410599504002019,13,2021GQ0138807,999,0,999,999,1,,,,1113261,,,3,,,1,4
280,100,410599504002019,5,2021GQ0138996,999,0,999,999,1,,,,1113261,,,3,,,1,4
281,100,410599504002019,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
282,100,410599504002019,21,2022GQ0008579,999,1,999,999,1,,,,1042311,,,3,,,1,4
283,100,410599504002019,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
284,100,410599504002019,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
285,100,410599504002019,12,2022GQ0032006,999,0,999,999,1,,,,1042311,,,3,,,1,4
286,100,410599504002019,6,2022GQ0099225,999,0,999,999,1,,,,1042311,,,3,,,1,4
287,100,410599504002019,6,2022GQ0099225,999,0,999,999,1,,,,1042311,,,3,,,1,4
